Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3592	0	-3714.217	-3709.927	-4.289329	0.3970004	0.1889138	0.301965	0.135084	0.407764	0.136232	0.184747	0.193251	0.0663214	0.557088	0.109027	0.119121	0.506936	0.159869	0.292886	0.115425	0.249161	0.0878755	0.0637152	0.466634	0.1444629	0.0374353	0.013628	0.533515	0.00759184	0.00115606	0.440311	0.00379794	0.06868398	-1.934732	0.000354207	0.0276347	0.35411	3.6179	0.30107	0.295369	0.126725	0.276836	0.1061193	0.6472337
3593	1	-3710.838	-3707.383	-3.454883	0.3550079	0.1959444	0.104458	0.276054	0.346225	0.155137	0.328742	0.137587	0.235103	0.483791	0.171653	0.0807765	0.192937	0.25253	0.25322	0.30138	0.192765	0.0830249	0.118492	0.772962	0.1999969	0.005485659	0.014064	0.532175	0.0104149	0.00515953	0.434002	0.00418464	0.1273131	-1.609454	0.000460456	0.031469	0.37299	3.59508	0.299594	0.293551	0.142623	0.264232	0.1327988	0.9586919
3594	0	-3716.225	-3712.356	-3.868246	0.4314121	0.2084408	0.200952	0.103507	0.382903	0.121262	0.194232	0.201414	0.125583	0.463808	0.236835	0.461953	0.212499	0.593965	0.160716	0.0897348	0.1284	0.316784	0.0495915	0.122473	0.15562	0.015295	0.0142433	0.50887	0.0079346	0.00057087	0.46019	0.00819091	0.1178187	-1.860338	0.000702545	0.0387825	0.405326	3.55519	0.2853	0.29394	0.135639	0.28512	0.1331137	0.8850982
3595	1	-3715.214	-3709.917	-5.29703	0.3429515	0.1771797	0.19032	0.218375	0.374488	0.231746	0.361644	0.204229	0.367559	0.40151	0.156109	0.093693	0.10891	0.277468	0.326522	0.301124	0.309508	0.0991329	0.145238	0.842431	0.2260532	-0.001915137	0.00984875	0.612445	0.0140077	0.00299987	0.357937	0.00276189	0.1374891	-1.486985	0.000218227	0.0217339	0.321545	3.6565	0.284025	0.323096	0.117011	0.275868	0.1355739	1.014126
3596	0	-3727.25	-3717.356	-9.893458	0.4257996	0.2439786	0.21836	0.17609	0.392617	0.334876	0.313122	0.359139	0.0895439	0.516061	0.101884	0.166642	0.282485	0.142523	0.199832	0.111481	1.66018	0.132735	0.21012	0.315072	0.1707817	-0.05854535	0.0104726	0.510612	0.00586881	0.000895039	0.461765	0.0103867	0.08032301	-1.767369	0.00184291	0.0623772	0.488614	3.44717	0.284295	0.3282	0.125221	0.262283	0.02177765	3.688322
3597	1	-3712.285	-3710.732	-1.553036	0.3900925	0.1675013	0.143678	0.0922917	0.354431	0.155727	0.292536	0.158918	0.223139	0.520663	0.129139	0.0728085	0.382986	0.1235	0.279763	0.124206	0.319211	0.073567	0.274416	0.268096	0.1409289	-0.06342466	0.00965804	0.600585	0.0119118	0.0135177	0.358538	0.0057897	0.08267146	-1.9595	0.00013905	0.0173755	0.293768	3.68872	0.280216	0.301575	0.12896	0.289249	0.0192468	4.295336
3598	0	-3716.768	-3710.017	-6.751571	0.4633701	0.2261712	0.105538	0.0715891	0.253174	0.192049	0.247613	0.193323	0.0675614	0.358002	0.155054	0.130342	0.402552	0.371453	0.187136	0.0827915	0.557084	0.100353	0.0543146	0.232197	0.1409408	0.1282571	0.0119211	0.535057	0.0135977	0.00217297	0.425428	0.0118234	0.2748795	-1.959415	0.00118067	0.0501058	0.448472	3.50024	0.310164	0.286677	0.140041	0.263119	0.4031366	0.681852
3599	1	-3707.576	-3706.731	-0.8442611	0.5327762	0.214362	0.300562	0.112351	0.318044	0.19407	0.208325	0.134192	0.232649	0.556311	0.226982	0.0834289	0.148919	0.168425	0.384575	0.148793	0.148971	0.0765249	0.0555427	0.483444	0.1913269	0.006889767	0.0137167	0.495452	0.0141718	0.00812807	0.464831	0.0037006	0.06240937	-1.653772	0.000843579	0.04245	0.420092	3.53661	0.29408	0.309816	0.121696	0.274409	0.06929914	0.9005793
3600	0	-3722.655	-3715.676	-6.978645	0.6082205	0.2081197	0.0936074	0.0806798	0.253555	0.124808	0.13033	0.13724	0.0551999	0.333014	0.162338	0.125527	0.340776	0.788709	0.0398253	0.0837984	0.101996	0.501491	0.0541309	0.202826	0.166652	0.5371621	0.0128872	0.535422	0.0149484	0.0019522	0.43176	0.00303025	0.001423687	-1.791848	0.000695402	0.0385872	0.404515	3.5562	0.296924	0.270583	0.152779	0.279714	0.5385858	0.002643379
3601	1	-3711.692	-3711.343	-0.3490479	0.6040505	0.2059671	0.0982229	0.0420341	0.323876	0.169883	0.178276	0.104894	0.0577599	0.662179	0.103419	0.0561415	0.523753	0.153828	0.131861	0.156374	0.103025	0.100496	0.150443	0.294653	0.1565468	-0.1730286	0.0163591	0.53664	0.00876029	0.000482034	0.434301	0.00345754	0.1840246	-1.854401	0.00064882	0.0372873	0.399051	3.56301	0.304172	0.308242	0.11341	0.274176	0.01099603	16.73555
3602	0	-3710.31	-3711.856	1.546421	0.651794	0.2144898	0.189915	0.14102	0.171881	0.121918	0.142866	0.178349	0.0926258	0.694395	0.362921	0.226025	0.0603012	0.178901	0.0786009	0.07362	0.126897	0.126205	0.0657683	0.283402	0.1331402	0.1512031	0.0128805	0.535145	0.0143809	0.00302871	0.431536	0.00302868	0.07890925	-2.016353	0.000846821	0.0425305	0.420407	3.53622	0.2807	0.297415	0.136193	0.285692	0.2301124	0.3429162
3603	1	-3715.37	-3710.56	-4.809924	0.6923212	0.1950734	0.133801	0.111587	0.236416	0.120936	0.15927	0.145147	0.153527	0.81974	0.552496	0.0527251	0.444756	0.300495	0.0863177	0.138872	0.238058	0.0638598	0.162736	0.0837511	0.1473335	-0.1737061	0.0111952	0.491132	0.00999262	0.00141024	0.484883	0.00138708	0.2595939	-1.915057	0.000446191	0.0309826	0.370678	3.59789	0.288888	0.3412	0.116799	0.253113	0.08588772	3.022479
3604	0	-3706.802	-3711.211	4.409074	0.6777715	0.1692571	0.200676	0.104833	0.171841	0.099125	0.145156	0.230776	0.0788002	0.607999	0.190814	0.171516	0.15144	0.20224	0.124085	0.0683353	0.225786	0.095541	0.140013	0.426622	0.1614028	-0.04525661	0.0100643	0.582493	0.00738432	0.00735624	0.388215	0.00448698	0.06536817	-1.823852	0.000151477	0.0181303	0.298864	3.68285	0.316438	0.286835	0.132393	0.264334	0.02011155	3.25028
3605	1	-3707.004	-3707.554	0.5492137	0.5883457	0.1682234	0.302819	0.0760972	0.163967	0.109017	0.114411	0.143134	0.197866	0.722596	0.372953	0.0866781	0.214862	0.210057	0.183787	0.143952	0.219632	0.0541482	0.257841	0.192222	0.1520213	-0.04703005	0.00997506	0.548116	0.00890355	0.000889264	0.432037	7.92986e-05	0.1005803	-1.883735	0.000144064	0.017684	0.295867	3.68631	0.295774	0.304295	0.130589	0.269341	0.05355022	1.878242
3606	0	-3717.272	-3718.565	1.293067	0.6215172	0.1868101	0.0676168	0.106458	0.192955	0.100243	0.160591	0.18349	0.0547975	0.777652	0.235934	0.190934	0.22152	0.222632	0.199819	0.10947	0.11788	0.215522	0.2227	0.188772	0.2114361	-0.07405282	0.00524498	0.437557	0.0067967	0.00663076	0.540943	0.00282747	0.07430126	-1.553832	0.000326208	0.0265295	0.348367	3.62478	0.305773	0.297676	0.143209	0.253341	0.0002484323	299.0804
3607	1	-3716	-3714.141	-1.85902	0.618023	0.2457542	0.268762	0.0913345	0.231469	0.160779	0.276005	0.137839	0.248853	0.427447	0.316773	0.0811918	0.19384	0.203093	0.158668	0.181324	0.3033	0.0657646	0.0243716	0.072429	0.1246919	0.1352463	0.0135719	0.520777	0.00938261	0.00317301	0.452866	0.000229584	0.009401125	-2.081909	0.00191975	0.0636413	0.492446	3.44199	0.30862	0.299149	0.133028	0.259203	0.1446474	0.06499337
3608	0	-3717.281	-3713.34	-3.941311	0.6072439	0.1788915	0.0773718	0.0508342	0.246514	0.130292	0.190209	0.14937	0.0995545	0.654385	0.280513	0.191839	0.227503	0.0501673	0.291685	0.0716564	0.253467	0.15057	0.190344	0.197723	0.1291352	0.4043183	0.00722948	0.43418	0.00674426	0.010338	0.536769	0.00473844	0.06708301	-2.046896	0.000235136	0.0225538	0.326375	3.65084	0.322779	0.28021	0.136753	0.260259	0.4714013	0.1423055
3609	1	-3716.1	-3714.258	-1.84199	0.6349943	0.1625675	0.3034	0.0679163	0.219505	0.12557	0.144867	0.153688	0.119045	0.372075	0.33498	0.0726155	0.266369	0.781909	0.13143	0.157041	0.167188	0.0508018	0.158028	0.290075	0.200001	-0.08565157	0.010411	0.60997	0.00632593	0.00284394	0.370303	0.000146551	0.1100991	-1.609433	0.000108242	0.0153418	0.279324	3.70523	0.325189	0.291121	0.120307	0.263382	0.02444752	4.503487
3610	0	-3716.283	-3712.332	-3.950401	0.5658877	0.1745147	0.35339	0.167302	0.204483	0.127285	0.178474	0.146839	0.0475328	0.424156	0.370543	0.192492	0.263663	0.0764002	0.23204	0.0781057	0.17923	0.0835151	0.25989	0.276288	0.1789757	-0.3732269	0.00459761	0.527361	0.00599489	0.0111797	0.446253	0.00461332	0.4919099	-1.720505	0.000193724	0.0204862	0.313975	3.66534	0.302484	0.30467	0.136257	0.25659	0.118683	4.144737
3611	1	-3709.614	-3709.656	0.04208973	0.647402	0.1879323	0.18924	0.303136	0.20494	0.14021	0.178652	0.156401	0.346887	0.505958	0.319619	0.055909	0.23437	0.123669	0.0824058	0.150081	0.125021	0.0725538	0.0454347	0.366063	0.1538157	-0.1191618	0.0141441	0.564365	0.00742824	0.00158674	0.411558	0.000917814	0.1296466	-1.872	0.000340935	0.0271166	0.351436	3.62111	0.281232	0.292328	0.12765	0.29879	0.01048482	12.36517
3612	0	-3710.509	-3709.304	-1.20482	0.4475333	0.1786186	0.154804	0.082467	0.484715	0.183437	0.122277	0.398098	0.0611264	0.65319	0.0962173	0.145335	0.188828	0.082094	0.131602	0.13182	0.142241	0.402134	0.103647	0.416599	0.1736824	-0.01653459	0.0103628	0.529264	0.00572782	0.00745324	0.445591	0.00160132	0.05168452	-1.750527	0.000232377	0.0224221	0.325607	3.65174	0.308672	0.297241	0.133236	0.260851	0.03514992	1.470402
3613	1	-3712.886	-3714.098	1.212256	0.7849047	0.179233	0.219893	0.13007	0.162409	0.111538	0.129356	0.0669538	0.123269	0.451272	0.161565	0.0363493	0.182405	0.0968138	0.0834622	0.0299626	0.0842627	0.0470125	0.117493	0.546712	0.08527191	0.03162718	0.0155402	0.531857	0.00946329	0.00458019	0.437604	0.00095541	0.05753445	-2.46191	0.000238622	0.0227191	0.327335	3.64971	0.299481	0.289898	0.13218	0.278441	0.08916163	0.6452826
3614	0	-3708.268	-3711.789	3.521058	0.4990627	0.2078455	0.186018	0.186554	0.234802	0.150391	0.167527	0.118493	0.107092	0.52938	0.210403	0.19336	0.256713	0.135881	0.0666864	0.0859748	0.315353	0.209952	0.229572	0.105589	0.1955971	-0.07441172	0.00986307	0.52628	0.0078518	0.00741122	0.443079	0.00551441	0.1114046	-1.631698	0.000689342	0.0384206	0.403822	3.55707	0.288977	0.30672	0.119015	0.285287	0.03699286	3.011516
3615	1	-3708.54	-3709.128	0.5880155	0.8775537	0.2020937	0.182562	0.0706456	0.126526	0.0740404	0.127287	0.0689354	0.0633441	0.508897	0.232656	0.0333405	0.140118	0.0226051	0.238568	0.089277	0.126352	0.0478119	0.075806	0.469427	0.1133266	0.009039726	0.00787613	0.599065	0.0132497	0.013435	0.365837	0.000536322	0.1322493	-2.177481	0.000570588	0.034992	0.3891	3.57534	0.303794	0.315192	0.122726	0.258288	0.141289	0.9360196
3616	0	-3708.025	-3711.057	3.032163	0.3958697	0.1788544	0.0631024	0.074581	0.354919	0.139074	0.207567	0.226121	0.0754932	0.481086	0.179225	0.124603	0.364778	0.183783	0.237246	0.101938	0.207728	0.131666	0.136881	0.318531	0.1655017	-0.02943451	0.0134201	0.523907	0.00781639	0.00994794	0.441081	0.00382718	0.03292566	-1.798774	0.000234759	0.0225359	0.32627	3.65096	0.287769	0.303969	0.124852	0.283411	0.003491151	9.431175
3617	1	-3712.259	-3709.739	-2.520042	0.9758322	0.2196021	0.1668	0.141237	0.219378	0.111015	0.176589	0.0793565	0.141348	0.409558	0.230281	0.0592832	0.337832	0.0183568	0.0763491	0.0880086	0.0624515	0.0370805	0.0753364	0.64919	0.1519172	0.02953161	0.00999353	0.544927	0.00914824	0.012663	0.422661	0.000607116	0.003854619	-1.88442	0.000983683	0.0457937	0.432861	3.52036	0.291263	0.298495	0.126721	0.283521	0.03338623	0.1154553
3618	0	-3718.014	-3712.833	-5.1805	0.3134343	0.1618025	0.168854	0.0938128	0.352163	0.207494	0.227636	0.306428	0.0415275	0.602848	0.199649	0.10757	0.278929	0.166899	0.229771	0.139988	0.338272	0.461548	0.316463	0.0978244	0.2018666	-0.3176725	0.012075	0.569371	0.00739016	0.00988781	0.392127	0.009149	0.3341308	-1.600148	0.000103977	0.0150382	0.277069	3.70779	0.302239	0.309427	0.133	0.255335	0.01645833	20.30162
3619	1	-3719.366	-3714.482	-4.883986	0.9088928	0.1896229	0.299435	0.0365305	0.218961	0.0971754	0.114626	0.101215	0.036182	0.657834	0.205704	0.0461875	0.18467	0.0276043	0.288765	0.0392334	0.0988442	0.0459733	0.116607	0.504847	0.1219607	0.1200366	0.00874775	0.521281	0.00839663	0.00445904	0.455601	0.00151495	0.02232529	-2.104056	0.000364026	0.0280116	0.356037	3.61559	0.28071	0.310059	0.124032	0.285199	0.1423619	0.1568207
3620	0	-3718.389	-3713.747	-4.642092	0.4226142	0.2137233	0.142861	0.12223	0.473621	0.190199	0.185568	0.251441	0.0970237	0.68739	0.286572	0.276988	0.51486	0.213979	0.101021	0.233207	0.294184	0.334697	0.327181	0.0859945	0.231678	-0.03365653	0.0111989	0.541572	0.00976598	0.00810175	0.428003	0.00135883	0.1317088	-1.462407	0.0008275	0.0420486	0.418517	3.53861	0.311342	0.308341	0.129427	0.250891	0.09805227	1.343251
3621	1	-3712.582	-3708.343	-4.239428	0.9349528	0.1998229	0.211117	0.0671143	0.115447	0.0964256	0.0823778	0.0758351	0.055879	0.650893	0.265801	0.0475453	0.278492	0.0934282	0.0492093	0.119554	0.191552	0.0682897	0.0195512	0.297099	0.1396345	0.332572	0.0106883	0.560967	0.0127147	0.00252459	0.407063	0.00604226	0.06712747	-1.968727	0.000527959	0.0336734	0.383196	3.5826	0.294731	0.301554	0.139886	0.263829	0.3996994	0.1679449
3622	0	-3710.052	-3710.012	-0.04019938	0.4055148	0.1789675	0.135853	0.0514934	0.390875	0.192094	0.218663	0.235354	0.0823461	0.422697	0.218789	0.148155	0.119603	0.272915	0.221	0.0657693	0.227989	0.403789	0.044529	0.144527	0.1574335	-0.094224	0.0108423	0.524328	0.0154378	0.00283284	0.441303	0.00525609	0.1130377	-1.848752	0.000235908	0.0225905	0.326589	3.65058	0.303227	0.281783	0.135346	0.279644	0.01881372	6.008259
3623	1	-3710.836	-3711.563	0.7265594	0.7729071	0.1922369	0.281289	0.119433	0.216779	0.110827	0.0983816	0.0819294	0.229443	0.521897	0.273711	0.0557833	0.232984	0.105115	0.196086	0.165652	0.220187	0.0793537	0.082833	0.37803	0.179015	0.2130143	0.0113646	0.561089	0.00955841	0.00222789	0.412432	0.00332825	0.006204691	-1.720286	0.000401929	0.0294204	0.363095	3.60708	0.289684	0.310539	0.132727	0.26705	0.219219	0.02830362
3624	0	-3711.399	-3710.325	-1.074401	0.3453733	0.203509	0.125491	0.116058	0.446878	0.157761	0.175401	0.274894	0.0997839	0.603923	0.169387	0.158168	0.114078	0.411511	0.152409	0.16141	0.147683	0.479884	0.0910525	0.403517	0.1794078	-0.06094113	0.00650848	0.501646	0.0147699	0.0117137	0.456416	0.00894584	0.08245147	-1.718094	0.000598356	0.0358241	0.392754	3.57082	0.296833	0.309152	0.12957	0.264444	0.02151034	3.833108
3625	1	-3713.527	-3713.579	0.05285467	0.8939307	0.1767983	0.381629	0.123204	0.149731	0.0750398	0.123006	0.0855476	0.131408	0.715183	0.455475	0.0701125	0.164272	0.217937	0.0519601	0.139004	0.16382	0.0584967	0.0855426	0.269259	0.1285264	-0.1255472	0.0131985	0.515383	0.00513239	0.00296187	0.453853	0.00947104	0.1397396	-2.051621	0.000214586	0.0215531	0.320465	3.65777	0.310304	0.3063	0.121387	0.26201	0.01419245	9.846057
3626	0	-3710.591	-3704.894	-5.697066	0.4181878	0.1792334	0.140681	0.0861399	0.353032	0.157657	0.220881	0.236512	0.0948721	0.676928	0.193207	0.214683	0.349107	0.727158	0.35276	0.105244	0.209922	0.307289	0.106516	0.153202	0.1995669	-0.2046513	0.00681191	0.503716	0.00924605	0.011762	0.461451	0.0070136	0.2782965	-1.611606	0.000238626	0.0227193	0.327336	3.64971	0.296571	0.306654	0.127094	0.269681	0.0736452	3.778882
3627	1	-3713.301	-3715.478	2.177004	0.6937346	0.1749211	0.174617	0.0352314	0.173428	0.150549	0.129533	0.0905845	0.0507922	0.512932	0.135405	0.0306409	0.188406	0.225807	0.189334	0.0977772	0.0929626	0.040983	0.0955994	0.225335	0.1179677	-0.2054226	0.0133545	0.517668	0.00729955	0.00130222	0.455866	0.00451042	0.2920649	-2.137345	0.000197321	0.0206742	0.315133	3.664	0.284134	0.311736	0.125641	0.278489	0.08664236	3.370925
3628	0	-3717.993	-3710.946	-7.046757	0.5472735	0.2051894	0.153447	0.0590168	0.243029	0.204313	0.230382	0.206577	0.099143	0.646994	0.235684	0.138527	0.207808	0.259278	0.0869893	0.0428413	0.119482	0.231662	0.056256	0.343109	0.1732337	0.1003335	0.00888548	0.542535	0.00972047	0.0117766	0.418914	0.00816835	0.3564119	-1.753114	0.000632544	0.0368219	0.397066	3.56548	0.305771	0.308729	0.129858	0.255642	0.4567453	0.7803295
3629	1	-3708.371	-3714.554	6.182611	0.8403781	0.2190259	0.14549	0.0496369	0.210635	0.0578246	0.180198	0.0861666	0.0487777	0.350252	0.131026	0.045738	0.259481	0.322662	0.0803452	0.06433	0.0960579	0.0585185	0.072632	0.19841	0.1327401	0.1280288	0.0149291	0.578704	0.0081602	0.0101682	0.38217	0.00586887	0.008976364	-2.019362	0.000967552	0.0454218	0.43147	3.52214	0.282149	0.313864	0.128754	0.275234	0.1370052	0.06551844
3630	0	-3714.633	-3708.995	-5.638692	0.4713772	0.1779838	0.218093	0.199653	0.453091	0.201693	0.205541	0.295916	0.102685	0.614982	0.119306	0.076613	0.304873	0.336481	0.206249	0.0493804	0.2718	0.191766	0.185208	0.37711	0.2213825	-0.02816066	0.0127073	0.52333	0.00729528	0.00364897	0.449441	0.00357736	0.2052748	-1.507863	0.000226053	0.0221172	0.323817	3.65384	0.316185	0.296008	0.132077	0.25573	0.1771141	1.158997
3631	1	-3707.378	-3712.117	4.738923	0.6339436	0.1596487	0.142861	0.0737819	0.202172	0.119643	0.0922962	0.095009	0.0888823	0.56914	0.255569	0.0550669	0.290594	0.103339	0.160706	0.092468	0.237957	0.0645821	0.0546217	0.264347	0.1234667	0.08833785	0.0129395	0.558583	0.0109348	0.00696929	0.404909	0.00566482	0.025232	-2.091784	9.26563e-05	0.0142005	0.270699	3.71501	0.278278	0.299031	0.130273	0.292418	0.1135699	0.2221716
3632	0	-3711.747	-3710.889	-0.858398	0.4790946	0.2097962	0.193176	0.0704454	0.334338	0.170706	0.25264	0.252886	0.0597099	0.397886	0.547887	0.43117	0.151667	0.203757	0.124673	0.0792887	0.216558	0.0876882	0.0581343	0.120159	0.1919958	0.02883753	0.0180981	0.525066	0.00679836	0.00344567	0.443137	0.00345536	0.0119333	-1.650282	0.000733259	0.0396112	0.408738	3.55092	0.271829	0.305085	0.130901	0.292184	0.04077083	0.2926922
3633	1	-3717.656	-3714.585	-3.071025	0.5926389	0.1849207	0.218355	0.0764536	0.262967	0.124151	0.108891	0.12201	0.250264	0.957039	0.396936	0.0496168	0.16262	0.243869	0.0809087	0.106017	0.474307	0.083792	0.0591843	0.147638	0.1676571	0.004253495	0.0119488	0.524338	0.00791628	0.00688542	0.439522	0.00938918	0.06664578	-1.785835	0.000302468	0.0255542	0.343173	3.63097	0.300072	0.305981	0.12784	0.266106	0.07089927	0.9400065
3634	0	-3711.77	-3713.456	1.685863	0.4741793	0.1656355	0.1125	0.12157	0.270052	0.126531	0.25164	0.208625	0.0786019	0.51116	0.147227	0.24528	0.42172	0.214665	0.345808	0.106927	0.236531	0.16826	0.179639	0.193401	0.1863786	0.01415713	0.0207673	0.524692	0.00679351	0.00344321	0.442821	0.00148378	0.07067895	-1.679975	0.000126707	0.0165911	0.288327	3.69496	0.305186	0.311189	0.113731	0.269894	0.08483607	0.8331238
3635	1	-3705.931	-3711.989	6.058078	0.5609212	0.1793369	0.142586	0.0969687	0.297701	0.112898	0.166223	0.0962025	0.158803	0.403016	0.0770891	0.0677017	0.326487	0.231885	0.268517	0.107932	0.125637	0.0784173	0.095177	0.247203	0.1257958	0.02213567	0.0126607	0.526695	0.0084724	0.00480446	0.441498	0.00586975	0.01045645	-2.073095	0.00023969	0.0227695	0.327627	3.64936	0.324769	0.278435	0.130522	0.266274	0.03259211	0.3208275
3636	0	-3713.809	-3711.55	-2.258862	0.428922	0.1886662	0.0446635	0.0544695	0.268601	0.148526	0.12838	0.201218	0.0393528	0.411452	0.260668	0.152664	0.313619	0.0455932	0.4459	0.155363	0.31497	0.193212	0.12434	0.199836	0.1598437	-0.07219736	0.0160427	0.647004	0.00970331	0.00532312	0.317614	0.00431244	0.1173138	-1.833559	0.000350823	0.0275035	0.353436	3.61871	0.296345	0.303255	0.126775	0.273626	0.04511646	2.600244
3637	1	-3710.378	-3707.585	-2.793379	0.5024277	0.1568853	0.191644	0.0729021	0.476863	0.20447	0.25165	0.130656	0.066989	0.453063	0.245314	0.0561523	0.169959	0.630118	0.0944785	0.196643	0.170491	0.0912704	0.116013	0.394459	0.1661485	-0.05098766	0.00867487	0.525506	0.0117263	0.00564259	0.440501	0.00794925	0.1085975	-1.794873	7.95474e-05	0.013163	0.262482	3.72428	0.284724	0.315126	0.134228	0.265922	0.05760981	1.885052
3638	0	-3706.28	-3708.498	2.217869	0.408726	0.2112807	0.168903	0.12539	0.294106	0.194368	0.188989	0.208861	0.0667648	0.560736	0.12857	0.109389	0.256837	0.387475	0.208593	0.0573292	0.181383	0.125468	0.0975977	0.292758	0.1732909	-0.08176066	0.0148271	0.501014	0.00751385	0.00127607	0.472379	0.00299006	0.08568097	-1.752784	0.000767959	0.0405263	0.412453	3.54625	0.291397	0.305242	0.126496	0.276865	0.003920311	21.85566
3639	1	-3714.559	-3708.571	-5.987701	0.3536114	0.2035807	0.139551	0.311475	0.549869	0.26136	0.351966	0.179027	0.393373	0.384303	0.176791	0.0679149	0.341416	0.638978	0.286628	0.0936018	0.346521	0.12706	0.175104	0.0865945	0.2778252	-0.01551044	0.0110683	0.571725	0.0105461	0.00409322	0.396266	0.00630182	0.01847648	-1.280763	0.000599786	0.0358664	0.392938	3.5706	0.301411	0.308542	0.12359	0.266456	0.002966043	6.229337
3640	0	-3707.411	-3709.924	2.513838	0.6502423	0.2020833	0.168227	0.180673	0.240332	0.0991346	0.140451	0.141188	0.0485969	0.345161	0.182208	0.171558	0.295755	0.12864	0.0462765	0.0612178	0.242504	0.372096	0.168503	0.249316	0.1399566	-0.05549189	0.0157539	0.528507	0.0059729	0.00216745	0.444422	0.00317695	0.102108	-1.966423	0.000570388	0.034986	0.389073	3.57537	0.28955	0.293487	0.131963	0.285	0.04661611	2.190401
3641	1	-3709.239	-3710.613	1.373908	0.5007255	0.1931284	0.106059	0.248545	0.262089	0.198449	0.136629	0.177861	0.248088	0.350831	0.159144	0.0921965	0.37292	0.335929	0.311467	0.124277	0.308857	0.0881173	0.112104	0.414707	0.2012466	-0.003915799	0.0156444	0.509027	0.00741865	0.00209115	0.457843	0.00797639	0.03847248	-1.603224	0.000415484	0.0299077	0.365487	3.60419	0.290218	0.303565	0.129655	0.276562	0.03455668	1.113315
3642	0	-3724.071	-3718.995	-5.075722	0.6385388	0.1834493	0.10721	0.0356875	0.216592	0.059323	0.179822	0.329468	0.0767535	0.661099	0.177054	0.160313	0.160862	0.223835	0.255228	0.105923	0.63337	0.131256	0.207702	0.294231	0.1661327	0.1817384	0.0175498	0.507585	0.00665378	0.0101391	0.454533	0.00353911	0.06053876	-1.794968	0.000284875	0.0248061	0.339104	3.6358	0.293205	0.297182	0.125739	0.283874	0.2422771	0.249874
3643	1	-3709.249	-3709.386	0.1370345	0.5187639	0.2159937	0.231373	0.031708	0.36014	0.25967	0.275234	0.125374	0.0990644	0.435675	0.263096	0.0637059	0.198424	0.165752	0.260544	0.173529	0.065366	0.07414	0.0923165	0.0601217	0.1580587	-0.1411758	0.0156074	0.508677	0.0104641	0.00439811	0.457528	0.00332522	0.1471763	-1.844789	0.000885632	0.0434817	0.424098	3.53153	0.318437	0.292177	0.133492	0.255894	0.006000486	24.52739
3644	0	-3714.813	-3711.43	-3.38348	0.5058764	0.1949282	0.195453	0.0630606	0.314663	0.145921	0.16806	0.2095	0.0282512	0.648484	0.17774	0.207533	0.328183	0.171628	0.178577	0.0778892	0.128793	0.0607131	0.13177	0.16746	0.1300162	0.3810393	0.0115803	0.515165	0.00675315	0.00387587	0.461321	0.00130456	0.0462005	-2.040096	0.000443844	0.0309018	0.370292	3.59836	0.28846	0.322168	0.122874	0.266498	0.4272398	0.1081372
3645	1	-3716.707	-3719.36	2.652682	0.5536051	0.1800038	0.24388	0.172977	0.338439	0.197476	0.267586	0.105156	0.146917	0.372168	0.155286	0.0626325	0.305033	0.325597	0.0994951	0.164804	0.15884	0.103249	0.0620244	0.121232	0.1427526	0.1839982	0.0160976	0.665415	0.00696171	0.00532049	0.304391	0.00181409	0.007766016	-1.946642	0.00024663	0.0230943	0.329499	3.64716	0.298474	0.30438	0.123308	0.273838	0.1917643	0.04049772
3646	0	-3711.991	-3709.864	-2.126858	0.4754452	0.1937589	0.0910156	0.154653	0.543672	0.172802	0.18268	0.182928	0.0469912	0.607623	0.306223	0.202365	0.222609	0.113298	0.0979354	0.150454	0.169696	0.157191	0.14383	0.241828	0.241854	0.005572993	0.013299	0.489421	0.00735333	0.00222205	0.484173	0.0035316	0.05781144	-1.419421	0.000425265	0.0302543	0.367174	3.60215	0.298697	0.310498	0.125623	0.265182	0.06338443	0.9120763
3647	1	-3710.629	-3713.634	3.005287	0.5125038	0.1912494	0.149554	0.148065	0.305232	0.119095	0.172722	0.095485	0.145006	0.31583	0.195815	0.111476	0.144014	0.190909	0.131774	0.355277	0.255297	0.0656272	0.347815	0.270309	0.1830965	-0.1127921	0.0214284	0.555179	0.00407564	0.00689619	0.40519	0.00723049	0.1806938	-1.697742	0.000387291	0.0288847	0.360436	3.61029	0.278706	0.308678	0.125745	0.286871	0.0679017	2.661109
