Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3399	1	-3715.586	-3713.378	-2.208523	0.6072145	0.2028965	0.264828	0.107618	0.076546	0.140649	0.188917	0.149751	0.164287	0.138096	0.0859239	0.34779	0.321547	0.0816683	0.151682	0.0261839	0.219409	0.0359037	0.325466	0.445512	0.2007785	-0.1369492	0.0190998	0.513648	0.0033625	0.00834409	0.452332	0.00321348	0.1395463	0.000586223	0.035463	0.391175	3.57278	0.300212	0.308644	0.123338	0.267806	0.002597083	53.73194
3400	0	-3713.929	-3711.347	-2.582716	0.496765	0.1996978	0.252519	0.102584	0.0439603	0.123506	0.240749	0.256464	0.326631	0.419704	0.204164	0.020892	0.605967	0.11546	0.0792087	0.124405	0.127567	0.146772	0.099187	0.154026	0.1782992	0.003923948	0.0162002	0.476368	0.0122395	0.00386145	0.487084	0.00424652	0.05571287	0.000525678	0.0336013	0.382869	3.583	0.319191	0.299135	0.127721	0.253952	0.05963682	0.9342026
3401	1	-3717.976	-3718.896	0.9198327	0.5150477	0.2667558	0.208488	0.133746	0.0300211	0.092475	0.277935	0.148424	0.218865	0.0896986	0.0465962	0.308046	0.23383	0.0671455	0.0909536	0.0706308	0.253271	0.171824	0.0452825	0.171622	0.2103251	-0.08281533	0.014007	0.536177	0.00389969	0.00938819	0.426351	0.0101772	0.09150275	0.00298632	0.0790299	0.535515	3.38247	0.298935	0.317313	0.11324	0.270512	0.008687423	10.53278
3402	0	-3715.092	-3712.121	-2.970984	0.6575323	0.2212085	0.228222	0.0812965	0.0260394	0.154297	0.186333	0.31521	0.220168	0.486128	0.228192	0.0502076	0.392822	0.0301961	0.17888	0.0333521	0.010401	0.0701564	0.234895	0.26658	0.2428809	-0.01998185	0.0186736	0.585696	0.00364744	0.00441568	0.382356	0.00521136	0.08569759	0.00102962	0.0468363	0.436719	3.51542	0.299889	0.29932	0.134288	0.266503	0.06571574	1.304065
3403	1	-3715.146	-3711.915	-3.230493	0.6250263	0.2193644	0.295105	0.144989	0.0411312	0.0633283	0.67982	0.220731	0.38618	0.201872	0.0566216	0.504078	0.207736	0.113113	0.0837439	0.0346012	0.140449	0.0155402	0.133376	0.320818	0.1952553	-0.03576708	0.0170415	0.52679	0.00134131	0.00960911	0.436384	0.00883405	0.05056585	0.000977007	0.0456402	0.432288	3.5211	0.277191	0.324553	0.12594	0.272316	0.01479877	3.416896
3404	0	-3727.856	-3718.027	-9.82951	0.511532	0.1811223	0.246528	0.0780346	0.0431947	0.132148	0.355804	0.424418	0.254534	0.307162	0.0449845	0.0237536	0.452505	0.45304	0.10944	0.127156	0.02369	0.680363	0.0765147	0.6274	0.2429302	-0.2798081	0.0172453	0.43124	0.0104829	0.0021147	0.532154	0.00676254	0.2907718	0.000258603	0.0236438	0.332629	3.64347	0.295193	0.312633	0.132446	0.259728	0.01096366	26.52141
3405	1	-3714.685	-3711.249	-3.436657	0.5116623	0.2212056	0.20919	0.143182	0.058169	0.0984952	0.30724	0.136585	0.193391	0.168087	0.0672769	0.539162	0.258373	0.196297	0.386649	0.103794	0.229848	0.0631362	0.246433	0.205452	0.1558679	0.02819208	0.0177387	0.548189	0.000935949	0.00229518	0.42054	0.0103018	0.02546225	0.00102954	0.0468344	0.436712	3.51542	0.276526	0.306763	0.137473	0.279237	0.05365433	0.474561
3406	0	-3718.343	-3711.807	-6.536173	0.3977979	0.2009124	0.120468	0.133751	0.0626502	0.240927	0.17296	0.448191	0.235237	0.292086	0.216858	0.0336669	0.291001	0.776008	0.102015	0.110601	0.0517964	0.282641	0.103323	0.492428	0.2170774	0.02972714	0.0162304	0.519935	0.00504193	0.00208202	0.449214	0.00749674	0.05232334	0.00054812	0.0343035	0.386035	3.57911	0.294281	0.291784	0.1347	0.279236	0.08205048	0.637697
3407	1	-3715.814	-3708.474	-7.340168	0.2903095	0.1750731	0.193999	0.23832	0.0922763	0.145328	0.590965	0.26066	0.448824	0.105796	0.0503583	0.401718	0.166933	0.487294	0.465788	0.0827101	0.153979	0.13937	0.143172	0.281251	0.1846184	-0.008655788	0.0172431	0.55624	0.00624697	0.00178795	0.413111	0.00537039	0.02725963	0.000198679	0.0207447	0.315566	3.66349	0.297856	0.294769	0.121473	0.285901	0.01860384	1.465269
3408	0	-3725.193	-3715.299	-9.893881	0.4011924	0.1884772	0.284117	0.0374271	0.027923	0.18702	0.285218	0.299724	0.251368	0.259596	0.0834453	0.0326084	0.398998	1.03689	0.464035	0.201233	0.268745	0.0538879	0.407772	0.360882	0.2972317	-0.0589973	0.0125547	0.575316	0.00626206	0.00213134	0.391628	0.0121071	0.06913246	0.000348257	0.0274036	0.352922	3.61933	0.306696	0.3017	0.138852	0.252752	0.01013516	6.821054
3409	1	-3720.937	-3714.084	-6.853653	0.5221701	0.1724291	0.438393	0.163501	0.0698793	0.10945	1.04557	0.172581	0.421697	0.162255	0.0649047	0.490609	0.139211	0.0038956	0.040791	0.064999	0.194856	0.02309	0.0849169	0.506277	0.2190509	-0.1304981	0.00886464	0.513432	0.00871003	0.00283665	0.462384	0.00377274	0.1435506	0.000176029	0.0195347	0.308008	3.67228	0.268008	0.311215	0.133589	0.287188	0.01305249	10.99794
3410	0	-3717.551	-3712.687	-4.863828	0.4159775	0.2051856	0.227837	0.0853954	0.0396977	0.195911	0.165852	0.607826	0.263255	0.487626	0.232157	0.0728843	0.179763	0.312002	0.295156	0.116862	0.241081	0.0325694	0.100199	0.188168	0.2136011	0.08764179	0.0133529	0.489655	0.00454797	0.00200106	0.477805	0.0126385	0.01689756	0.000632465	0.0368196	0.397056	3.56549	0.289762	0.286915	0.152636	0.270687	0.1045393	0.1616383
3411	1	-3711.42	-3707.168	-4.25209	0.4318505	0.2148808	0.225086	0.231871	0.0309701	0.0971978	0.40007	0.299519	0.327872	0.125116	0.0534959	0.380021	0.155362	0.297144	0.159846	0.10524	0.390566	0.111555	0.0545403	0.248211	0.2237658	-0.01182249	0.0146428	0.510487	0.00554146	0.00584578	0.459732	0.0037511	0.06232023	0.000856796	0.042777	0.421369	3.535	0.274338	0.312335	0.144379	0.268948	0.05049774	1.234119
3412	0	-3716.653	-3709.894	-6.759395	0.7889587	0.1738581	0.392552	0.0482142	0.0461476	0.117472	0.165058	0.175518	0.171347	0.813434	0.244086	0.0484655	0.451602	0.286784	0.166221	0.0519513	0.386278	0.113919	0.413507	0.199249	0.2121836	-0.07620361	0.0114943	0.492154	0.00367989	0.00121562	0.480243	0.0112132	0.08216849	0.000188015	0.0201843	0.3121	3.66753	0.325896	0.298512	0.135279	0.240314	0.005964883	13.77537
3413	1	-3719.886	-3708.903	-10.983	0.4712764	0.1969647	0.235037	0.16261	0.0928693	0.0941287	0.267714	0.156313	0.19775	0.127273	0.100921	0.359182	0.45905	0.819086	0.151301	0.0876651	0.144899	0.0597356	0.141364	0.278032	0.1903128	-0.3839446	0.00987103	0.522079	0.00536664	0.00897415	0.445228	0.00848164	0.5441815	0.000477579	0.032043	0.37569	3.59179	0.30248	0.307982	0.136727	0.252811	0.1602369	3.396106
3414	0	-3719.743	-3710.686	-9.05682	0.7059944	0.1964061	0.420477	0.0423011	0.0118561	0.110305	0.303072	0.520384	0.124031	0.668692	0.264849	0.0763176	0.117658	0.476802	0.336354	0.49829	0.0375876	0.312226	0.198234	0.34785	0.2065564	-0.02365419	0.00888517	0.483869	0.00780007	0.000708458	0.489303	0.00943343	0.03154109	0.00046815	0.0317282	0.374213	3.59359	0.307514	0.302897	0.132297	0.257292	0.007886899	3.999174
3415	1	-3722.472	-3711.699	-10.77243	0.4623803	0.2017868	0.379734	0.357895	0.0365635	0.0831156	0.476876	0.300964	0.460162	0.157677	0.0694444	0.509789	0.2983	0.0631229	0.072951	0.108414	0.373579	0.0902931	0.934264	0.271647	0.2477856	-0.007545268	0.00977763	0.529685	0.00634842	0.00527215	0.441015	0.00790193	0.09437572	0.000564689	0.0348126	0.388305	3.57632	0.318463	0.298199	0.120225	0.263113	0.08683045	1.086897
3416	0	-3717.402	-3711.81	-5.592246	0.7509272	0.1575204	0.195723	0.055541	0.0149286	0.106983	0.113682	0.195286	0.133151	0.774009	0.222463	0.0305609	0.0515295	0.576342	0.166882	0.0591567	0.00459836	0.432362	0.153692	0.549378	0.2564908	-0.05766454	0.0101091	0.55052	0.00887449	0.0027972	0.41855	0.00914925	0.0855395	8.24248e-05	0.0133977	0.264375	3.72215	0.291151	0.310671	0.127582	0.270596	0.02787496	3.068686
3417	1	-3727.259	-3708.7	-18.55973	0.4133855	0.1955857	0.295821	0.228839	0.153288	0.248713	0.482301	0.293188	0.504073	0.308194	0.0685498	0.793623	0.0986247	0.801867	0.099375	0.0733256	0.349784	0.159873	0.120849	0.76424	0.2937482	0.2226614	0.00838686	0.555409	0.0120917	0.00606908	0.411106	0.00693679	0.2368452	0.000454543	0.0312683	0.372039	3.59624	0.300227	0.317184	0.12548	0.257109	0.4595066	0.5154337
3418	0	-3715.234	-3711.761	-3.472846	0.8164793	0.1764876	0.168244	0.0504169	0.0165536	0.122219	0.182314	0.423377	0.283242	0.857883	0.175956	0.0402863	0.307284	0.35353	0.0696683	0.0474428	0.00605941	0.14642	0.0713037	0.31077	0.1815101	-0.04648079	0.00965818	0.48619	0.00847868	0.00170237	0.485638	0.00833269	0.06908865	0.000211654	0.0214064	0.319585	3.6588	0.295164	0.330528	0.115701	0.258607	0.02260786	3.055958
3419	1	-3719.252	-3710.348	-8.903414	0.4533044	0.1832872	0.155657	0.157092	0.0142419	0.0901534	0.263165	0.120608	0.191534	0.113828	0.0853725	0.398503	0.0210755	0.288793	0.369876	0.164511	0.170183	0.0840442	0.364388	0.398674	0.1569673	-0.01276107	0.0136511	0.483189	0.0156258	0.00601321	0.477475	0.00404652	0.367443	0.000282984	0.0247243	0.338655	3.63634	0.296651	0.307844	0.134957	0.260548	0.354682	1.035979
3420	0	-3716.705	-3708.287	-8.417557	0.5653442	0.1840492	0.33066	0.347308	0.180352	0.153927	0.170673	0.289794	0.18114	0.532069	0.136792	0.0487872	0.137006	0.390262	0.0953282	0.0419308	0.0682918	0.17267	0.293915	0.390133	0.1701084	-0.2123231	0.00860511	0.485566	0.0135673	0.00625338	0.485015	0.000993675	0.3078614	0.000291955	0.0251099	0.340766	3.63383	0.280921	0.31192	0.147021	0.260138	0.09553826	3.222389
3421	1	-3713.789	-3708.206	-5.583604	0.5919739	0.2009026	0.159509	0.119347	0.0433299	0.0724573	0.268932	0.189365	0.218732	0.102693	0.0637579	0.638905	0.0538412	0.281173	0.162235	0.0992659	0.114996	0.312681	0.162848	0.553557	0.218677	-0.03903187	0.00544625	0.513009	0.013493	0.010155	0.456132	0.00176471	0.1564069	0.000547935	0.0342978	0.38601	3.57914	0.28697	0.316135	0.122764	0.27413	0.1173751	1.33254
3422	0	-3714.218	-3708.731	-5.48656	0.5409878	0.1938072	0.328082	0.0333363	0.0268766	0.123692	0.111228	0.250312	0.119094	0.578029	0.206171	0.0486451	0.0864142	0.298123	0.144053	0.104322	0.362253	0.215267	0.0764272	0.392644	0.1493491	-0.2833708	0.00790454	0.519198	0.0120235	0.0101507	0.449912	0.000811046	0.312071	0.000426022	0.030281	0.367303	3.60199	0.308116	0.307867	0.132697	0.251321	0.02870012	10.87351
3423	1	-3722.421	-3713.664	-8.757139	0.5740209	0.1858594	0.191707	0.175779	0.0860506	0.11713	0.176932	0.177786	0.149107	0.0810616	0.0753224	0.470422	0.166954	0.016942	0.171492	0.0407811	0.19341	0.390034	0.414919	0.420781	0.2139094	0.4364666	0.00552275	0.582048	0.0153089	0.00481119	0.392004	0.000305656	0.101129	0.000314099	0.0260368	0.345758	3.62789	0.298002	0.304829	0.113358	0.283811	0.5375956	0.1881135
3424	0	-3720.901	-3712.148	-8.752819	0.5462072	0.1857332	0.155826	0.0889018	0.0868219	0.111678	0.178241	0.564187	0.163659	0.615814	0.152132	0.0205888	0.435256	0.371787	0.383288	0.0552415	0.0311222	0.221863	0.0556695	0.581526	0.1727151	0.01914596	0.00666795	0.516106	0.0138931	0.00417498	0.453358	0.00579965	0.1121575	0.000312517	0.0259716	0.345411	3.62831	0.32342	0.289052	0.136523	0.251004	0.1313034	0.8541854
3425	1	-3718.691	-3714.001	-4.690582	0.6081047	0.1998632	0.176691	0.144483	0.0222819	0.0372265	0.749685	0.152095	0.48097	0.155013	0.0183537	0.526939	0.387181	0.0470683	0.199066	0.115388	0.0155208	0.213259	0.121203	0.424799	0.188805	-0.006338253	0.0108133	0.515758	0.020815	0.00327678	0.449027	0.000309952	0.01740462	0.000528695	0.0336966	0.383301	3.58247	0.279964	0.324557	0.131214	0.264265	0.01106637	1.572749
3426	0	-3722.446	-3712.835	-9.611212	0.3431561	0.2039966	0.243098	0.126415	0.0637878	0.225115	0.310124	0.735266	0.505281	0.572646	0.136829	0.104351	0.179533	0.0526343	0.206995	0.264936	0.167779	0.223487	0.521167	0.29331	0.2458502	-0.0758036	0.00734123	0.536351	0.0160019	0.00715228	0.424482	0.00867141	0.09017055	0.000608138	0.0361125	0.394008	3.56927	0.280898	0.301058	0.136788	0.281256	0.01436695	6.276249
3427	1	-3716.239	-3709.31	-6.928665	0.6621587	0.1805049	0.105884	0.0913187	0.0314786	0.144734	0.435656	0.316405	0.323876	0.150301	0.0600776	0.509563	0.390686	0.0426062	0.136677	0.0627357	0.0428716	0.0334103	0.127185	1.1281	0.2333016	-0.1238788	0.0104852	0.530324	0.0201835	0.0027794	0.435403	0.000825492	0.1459476	0.000251943	0.0233397	0.330903	3.64551	0.300878	0.302355	0.12366	0.273106	0.02206874	6.613315
3428	0	-3720.127	-3710.477	-9.650387	0.3792711	0.2048367	0.181287	0.420046	0.385035	0.291083	0.308206	0.517765	0.514461	0.301199	0.127279	0.0450483	0.306495	0.51143	0.103826	0.0841946	0.0660338	0.240341	0.0966923	0.0950013	0.2660185	-0.07085236	0.014424	0.537797	0.0160451	0.00927738	0.413051	0.00940603	0.155219	0.000625257	0.0366116	0.396163	3.5666	0.292914	0.296507	0.128732	0.281847	0.0843666	1.839815
3429	1	-3713.27	-3705.885	-7.385267	0.3626769	0.1949692	0.103406	0.159388	0.0569631	0.125986	0.299196	0.160862	0.22648	0.123259	0.0463916	0.567357	0.461561	0.121707	0.213893	0.110306	0.908032	0.00678624	0.137182	0.417945	0.1967925	0.1187897	0.0146003	0.523186	0.00557813	0.00381414	0.447623	0.00519886	0.02813773	0.000444506	0.0309246	0.370401	3.59823	0.280054	0.308688	0.140189	0.27107	0.1469274	0.1915076
3430	0	-3723.904	-3714.898	-9.006328	0.4511641	0.1524953	0.233885	0.274887	0.39736	0.153173	0.313091	0.345023	0.312981	0.49359	0.277448	0.0901307	0.250095	0.53908	0.1648	0.0477591	0.032217	0.130655	0.00159294	0.213774	0.2118387	0.08035831	0.0119668	0.541964	0.0165859	0.00934926	0.416251	0.00388285	0.1358525	6.17212e-05	0.0116019	0.24934	3.739	0.28153	0.329759	0.123809	0.264903	0.2162108	0.6283336
3431	1	-3719.813	-3708.183	-11.62909	0.4206816	0.1759484	0.469375	0.151553	0.498898	0.551886	0.704903	0.252774	0.382203	0.194605	0.0294947	0.530968	0.108363	0.173651	0.213966	0.121453	0.0692018	0.0363169	0.274702	0.426199	0.2413758	0.108618	0.0143392	0.531999	0.00547839	0.00579376	0.439619	0.00277062	0.04885897	0.000206636	0.021153	0.318055	3.66059	0.295262	0.309013	0.126185	0.26954	0.157477	0.310261
3432	0	-3719.184	-3712.078	-7.10557	0.4612935	0.2054175	0.123229	0.0978687	0.0666492	0.145976	0.203222	0.27902	0.176768	0.329025	0.0696323	0.104325	0.307271	0.275644	0.374614	0.0873855	0.112844	0.636549	0.15347	0.359992	0.2987405	0.01492957	0.0123837	0.529745	0.0171638	0.00875567	0.430753	0.00119916	0.06346875	0.000637287	0.0369581	0.397648	3.56476	0.296104	0.300017	0.142652	0.261227	0.07839832	0.8095677
3433	1	-3712.692	-3706.128	-6.564611	0.436063	0.1832153	0.146575	0.194069	0.12074	0.181268	0.694191	0.148998	0.522647	0.100321	0.0755835	0.69235	0.563332	0.1684	0.0481998	0.0781821	0.252054	0.0907583	0.136533	0.141828	0.2277895	-0.005685996	0.0150111	0.554213	0.00370904	0.00247349	0.420346	0.00424748	0.02451754	0.000282149	0.024688	0.338456	3.63657	0.292025	0.299721	0.129757	0.278497	0.01883154	1.30194
3434	0	-3715.11	-3709.149	-5.960976	0.6055101	0.1694126	0.413919	0.0973078	0.07031	0.125467	0.291939	0.669802	0.27581	0.74403	0.127406	0.0561716	0.290199	0.0714365	0.0869886	0.0789126	0.18871	0.0387291	0.116611	0.449421	0.184873	0.008942333	0.00963179	0.534434	0.0187353	0.00142384	0.434566	0.00120977	0.01870438	0.000152617	0.018198	0.299314	3.68234	0.285843	0.312824	0.126136	0.275197	0.02764671	0.6765498
3435	1	-3730.711	-3716.144	-14.56708	0.5533561	0.1532738	0.180467	0.115324	0.0553676	0.0729524	0.316079	0.172047	0.235528	0.20034	0.0260455	0.494362	0.30195	0.114225	0.208521	0.0929016	1.525	0.0423395	0.0188059	1.819	0.3120541	-0.02230041	0.0149976	0.553714	0.00499289	0.00283392	0.419968	0.0034933	0.1011065	6.46305e-05	0.0118709	0.251678	3.73639	0.312626	0.300243	0.133374	0.253758	0.07880613	1.282978
3436	0	-3730.74	-3712.493	-18.24667	0.616903	0.2145201	0.409261	0.157762	0.130556	0.145347	0.193227	1.06477	0.582021	0.278021	0.327884	0.0573522	0.888263	1.18507	0.0671488	0.023744	0.162469	0.0768769	0.0761455	0.331576	0.2604939	0.1787642	0.0067096	0.496322	0.0160337	0.00141383	0.477599	0.00192193	0.1703014	0.000847591	0.0425495	0.420482	3.53612	0.289365	0.303359	0.12851	0.278766	0.3490657	0.487878
3437	1	-3720.095	-3711.671	-8.423272	0.6359881	0.2186033	0.13927	0.153213	0.0526839	0.05096	0.348441	0.113867	0.302093	0.138961	0.0454625	0.516722	0.217725	0.180977	0.159676	0.0932345	0.0919632	0.14164	0.900764	0.738917	0.1778202	-0.007820372	0.0127212	0.551736	0.0116895	0.00438634	0.418468	0.000998454	0.085375	0.000955835	0.0451496	0.430448	3.52345	0.311616	0.297333	0.121093	0.269957	0.07755463	1.100837
3438	0	-3729.789	-3712.13	-17.65869	0.404065	0.1856975	0.216144	0.065135	0.041137	0.179244	0.21295	0.442379	0.166526	0.448153	0.186841	0.0578723	0.627692	0.826214	1.52864	0.224453	0.193732	0.390201	0.0586754	0.206274	0.3549007	-0.0187153	0.0207264	0.461165	0.0157152	0.00150084	0.499106	0.00178579	0.2243518	0.00031207	0.0259532	0.345313	3.62842	0.299158	0.297702	0.138614	0.264527	0.2056365	1.091012
3439	1	-3715.687	-3709.494	-6.192996	0.6620224	0.1836863	0.20561	0.113171	0.0517268	0.0805571	0.339563	0.128363	0.214066	0.0856468	0.0335047	0.573064	0.521265	0.13835	0.247685	0.0698622	0.0202425	0.0810435	0.437726	0.484023	0.215276	0.03980573	0.0137073	0.541779	0.0032357	0.00225655	0.437033	0.00198867	0.09759231	0.000287657	0.0249259	0.339761	3.63503	0.315956	0.286337	0.137734	0.259974	0.137398	0.7102889
3440	0	-3719.409	-3713.157	-6.252403	0.6256513	0.1790004	0.242011	0.180865	0.0598673	0.0985842	0.423271	0.256322	0.634031	0.740085	0.101722	0.0729695	0.636273	0.260892	0.0840467	0.0569612	0.0513133	0.0383962	0.0795142	0.0820272	0.2048327	0.1225055	0.0154222	0.570535	0.00536805	0.00247233	0.403438	0.00276406	0.007634599	0.000236243	0.0226064	0.326681	3.65048	0.292705	0.319282	0.119433	0.26858	0.1301401	0.05866445
3441	1	-3717.463	-3715.185	-2.277305	0.8001787	0.1716026	0.163686	0.0960645	0.00597303	0.0832921	0.163133	0.117674	0.121444	0.107826	0.0337829	0.501469	0.182622	0.0563067	0.0670569	0.0810846	0.242412	0.525637	0.211849	0.667481	0.1573714	0.01334503	0.0123475	0.515751	0.00547835	0.00214814	0.461892	0.00238278	0.03047595	0.000169363	0.0191638	0.305633	3.67503	0.303072	0.289823	0.138287	0.268818	0.04382097	0.6954648
3442	0	-3718.912	-3714.696	-4.216251	0.7634748	0.2071176	0.267951	0.0491952	0.0471398	0.133412	0.217624	0.251378	0.269086	0.689141	0.113734	0.0199983	0.268807	0.0877943	0.0229477	0.0751917	0.0337025	0.14316	0.612341	0.310052	0.1574157	0.1006573	0.0156436	0.578724	0.0034366	0.00295163	0.394435	0.00481	0.02736052	0.000673436	0.0379799	0.401977	3.55937	0.289409	0.321144	0.134787	0.25466	0.1280178	0.2137243
3443	1	-3712.109	-3708.385	-3.724506	0.5279049	0.1947364	0.280816	0.126052	0.0582381	0.136311	0.234185	0.183882	0.208544	0.190175	0.0230676	0.382755	0.190028	0.0740471	0.185135	0.0593863	0.140922	0.121976	0.17013	0.560605	0.1920127	-0.2415236	0.0103126	0.518211	0.00805207	0.000933997	0.460209	0.00228143	0.2632211	0.000440757	0.0307951	0.369781	3.59898	0.306083	0.303245	0.12676	0.263912	0.0216975	12.1314
3444	0	-3710.419	-3706.733	-3.685568	0.5762881	0.180975	0.349118	0.0528656	0.0408308	0.126883	0.183245	0.415692	0.305423	0.696523	0.16475	0.0428565	0.170713	0.376726	0.220562	0.0893142	0.0509347	0.100346	0.0674468	0.180352	0.2190984	-0.04610053	0.0126376	0.55108	0.00428784	0.0104947	0.418074	0.00342603	0.06527534	0.000257001	0.023571	0.332217	3.64395	0.28955	0.313999	0.123678	0.272773	0.01917482	3.404223
3445	1	-3711.498	-3705.692	-5.805105	0.4660663	0.1779854	0.334445	0.179472	0.156608	0.218133	0.480636	0.269176	0.256239	0.113915	0.0357468	0.533554	0.183148	0.0811147	0.181962	0.085278	0.101213	0.30832	0.202407	0.497811	0.2094041	0.03272154	0.0150919	0.514258	0.00620565	0.00297813	0.456699	0.00476746	0.0005206798	0.000226068	0.022118	0.323821	3.65383	0.310463	0.299933	0.130476	0.259127	0.03324222	0.01566321
3446	0	-3714.419	-3712.332	-2.087022	0.5306089	0.1707545	0.11546	0.0437662	0.0416181	0.132226	0.137747	0.270817	0.17748	0.376759	0.220811	0.0556012	0.0913233	0.595701	0.111292	0.0973765	0.274845	0.120083	0.0303643	0.184356	0.102187	-0.03774494	0.0130124	0.558002	0.00602269	0.0128424	0.404602	0.00551883	0.05011082	0.000162722	0.0187868	0.303191	3.67786	0.305878	0.295601	0.116147	0.282375	0.01236588	4.052346
3447	1	-3719.242	-3713.874	-5.368399	0.4167894	0.1936627	0.235562	0.264914	0.179966	0.239935	0.407834	0.187404	0.282666	0.0629465	0.0842501	0.499598	0.40739	0.172663	0.0117688	0.100514	0.137361	0.0204993	0.254735	0.197215	0.2499941	-0.09071072	0.0147982	0.594968	0.00863952	0.00253576	0.374682	0.00437694	0.1209508	0.000423763	0.0302014	0.366917	3.60246	0.318373	0.300172	0.12021	0.261245	0.03024007	3.999686
3448	0	-3720.119	-3712.75	-7.369246	0.4858057	0.146917	0.226115	0.107454	0.134335	0.108175	0.264196	0.666387	0.245939	0.63272	0.109851	0.0285421	0.0498345	0.65467	0.0084503	0.11955	0.232218	0.133324	0.0393526	0.262853	0.221237	0.02677429	0.00882266	0.561229	0.00690425	0.0115806	0.406941	0.00452213	0.130735	4.37415e-05	0.00977447	0.232508	3.75767	0.309096	0.303444	0.131257	0.256202	0.1575093	0.8300145
3449	1	-3717.979	-3714.241	-3.738221	0.4544929	0.1968497	0.174227	0.215719	0.0836214	0.129695	0.400951	0.334287	0.219172	0.199708	0.078416	0.652814	0.396079	0.224086	0.00786241	0.0763151	0.159337	0.0246414	0.0665659	0.204879	0.2301271	0.009565849	0.0149098	0.599458	0.0048205	0.00186162	0.37751	0.00143995	0.02874813	0.000475626	0.0319781	0.375386	3.59216	0.301606	0.290611	0.129969	0.277814	0.03831398	0.7503301
3450	0	-3726.838	-3716.785	-10.05303	0.4730041	0.1705951	0.285418	0.196787	0.304508	0.172373	0.186695	0.706246	0.302532	0.798212	0.206394	0.0527981	0.290738	0.0451482	0.0943507	0.0890126	0.253411	0.238152	0.143424	0.31842	0.2137204	0.2278705	0.00975663	0.407057	0.00476504	0.000767692	0.567987	0.00966595	0.01258226	0.000161496	0.0187164	0.302731	3.67839	0.316875	0.292797	0.133861	0.256467	0.2404528	0.05232738
3451	1	-3713.306	-3710.077	-3.229073	0.611553	0.1732824	0.11635	0.151389	0.0189371	0.0319522	0.383361	0.177718	0.226824	0.150826	0.0500086	0.343087	0.200646	0.0944011	0.09273	0.197861	0.157683	0.023203	0.413355	0.255184	0.2516955	0.1377056	0.0144837	0.550895	0.00401048	0.00484256	0.417355	0.00841245	0.022436	0.000183116	0.0199214	0.310454	3.66944	0.288551	0.30552	0.127577	0.278352	0.1601416	0.1401011
