Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3341	1	-3712.984	-3710.911	-2.072178	0.6834428	0.2280034	0.332628	0.10315	0.0280535	0.0436686	0.49526	0.244054	0.296728	0.0724529	0.0588122	0.4524	0.434872	0.272178	0.0837945	0.108025	0.0313225	0.00917067	0.0368309	0.351105	0.1964978	-0.0169251	0.0147721	0.560559	0.00479687	0.00628175	0.40301	0.0105808	0.0295716	0.00124001	0.0513308	0.452748	3.49468	0.287213	0.300177	0.137633	0.274976	0.0126465	2.338323
3342	0	-3719.966	-3711.109	-8.857883	0.4809894	0.1471093	0.233293	0.0671884	0.0257282	0.317453	0.221964	0.484666	0.547397	0.728458	0.0926186	0.110456	0.254898	0.0320433	0.330085	0.182628	0.349973	0.108234	0.0110971	0.533525	0.278261	0.04766925	0.0107485	0.504547	0.00798077	0.00877028	0.46329	0.00466357	0.03214344	4.42831e-05	0.00983455	0.23309	3.75703	0.291187	0.310724	0.134186	0.263903	0.07981269	0.402736
3343	1	-3719.021	-3714.151	-4.869601	0.7821282	0.2225017	0.174982	0.0727392	0.0884706	0.0690642	0.188286	0.0835506	0.147955	0.104042	0.0519822	0.27216	0.399692	0.0604148	0.470978	0.0735499	0.10873	0.191404	0.553615	0.251698	0.2441257	0.0009325887	0.0113943	0.447763	0.01003	0.00342864	0.521145	0.00623876	0.1169706	0.00106764	0.0476812	0.439806	3.51145	0.307978	0.305585	0.13903	0.247407	0.1179032	0.9920902
3344	0	-3715.247	-3707.768	-7.478585	0.6737999	0.1628233	0.401224	0.18392	0.0698981	0.136106	0.173566	0.261351	0.194523	0.763956	0.137565	0.0511354	0.474588	0.440526	0.254683	0.0556869	0.0397959	0.148695	0.0831485	0.284681	0.2309793	-0.0803778	0.010809	0.50739	0.00464563	0.010124	0.465901	0.00113048	0.1460246	0.000109698	0.015444	0.280077	3.70437	0.303778	0.299101	0.127431	0.269689	0.06564675	2.224399
3345	1	-3722.073	-3712.98	-9.092422	0.8454256	0.1844831	0.517691	0.130338	0.0537819	0.0676977	0.373081	0.251184	0.131113	0.391829	0.0417138	1.11726	0.71763	0.0232911	0.0711184	0.0363562	0.0429681	0.0202591	0.205896	0.455289	0.166969	0.02156594	0.0128545	0.482993	0.0120401	0.0107157	0.474359	0.00703827	0.01002018	0.000297155	0.0253307	0.341965	3.63241	0.320781	0.284135	0.142829	0.252254	0.03158612	0.3172338
3346	0	-3729.113	-3718.357	-10.7557	0.7892499	0.213454	0.323893	0.094966	0.166172	0.164496	0.394212	0.819341	0.427986	0.758207	0.270243	0.0377188	0.26888	0.35938	0.0154888	0.0483586	0.392548	0.0486466	0.0447019	0.53054	0.2152398	0.06125063	0.00559309	0.500606	0.00702963	0.00395765	0.478874	0.00393919	0.01348562	0.000820785	0.0418798	0.417851	3.53945	0.312124	0.287002	0.145779	0.255094	0.07473624	0.1804428
3347	1	-3717.418	-3711.476	-5.942047	0.8330229	0.2026273	0.349468	0.119948	0.0248225	0.0998062	0.308845	0.132414	0.15878	0.239286	0.0112863	0.90769	0.398215	0.174674	0.016884	0.0549072	0.113353	0.183887	0.408829	0.100731	0.1528074	0.0675462	0.00801712	0.401923	0.00750917	0.00668317	0.570752	0.00511613	0.0584939	0.000580947	0.0353048	0.39048	3.57363	0.293268	0.315816	0.144689	0.246228	0.1260401	0.4640896
3348	0	-3714.189	-3712.324	-1.865134	0.8242511	0.2275121	0.364334	0.0417972	0.00657316	0.121245	0.105403	0.257565	0.223831	0.501986	0.240626	0.0561129	0.24716	0.279241	0.235546	0.180133	0.0252964	0.0491868	0.0174414	0.248858	0.1417226	-0.109473	0.00929594	0.496171	0.00581865	0.00392259	0.474632	0.01016	0.1285112	0.0012239	0.0510014	0.451605	3.49617	0.322731	0.286024	0.129039	0.262205	0.01903822	6.750171
3349	1	-3716.018	-3715.62	-0.397403	0.7241371	0.2097796	0.390179	0.0895608	0.0343634	0.0700285	0.169003	0.146307	0.136522	0.134153	0.0282443	0.435388	0.221113	0.180274	0.151425	0.0408243	0.0613813	0.132943	0.414206	0.101729	0.148173	-0.1934738	0.0123604	0.627059	0.0046232	0.00297922	0.351397	0.00158121	0.1967909	0.000732878	0.039601	0.408696	3.55097	0.310399	0.287961	0.130261	0.271379	0.003317026	59.32751
3350	0	-3710.244	-3709.618	-0.6255865	0.9498144	0.2068736	0.362242	0.0402685	0.0279189	0.086495	0.159025	0.191113	0.124964	0.55412	0.185894	0.0491295	0.155091	0.451034	0.101868	0.036936	0.140954	0.09364	0.0822549	0.28064	0.1442228	-0.006020639	0.0180096	0.494875	0.00236529	0.00180434	0.473392	0.00955438	0.04774687	0.000668162	0.0378326	0.401358	3.56014	0.307944	0.301376	0.140243	0.250437	0.04172623	1.144289
3351	1	-3716.519	-3710.53	-5.988931	0.7548962	0.1456235	0.567681	0.0910497	0.0515243	0.0713649	0.181886	0.0775832	0.157082	0.495148	0.0580138	0.76348	0.179157	0.21043	0.112308	0.0400083	0.260739	0.00794806	0.714531	0.0367423	0.1698854	-0.06723522	0.0115636	0.586636	0.00210811	0.00190106	0.394625	0.00316602	0.07225377	4.02326e-05	0.00937586	0.228588	3.762	0.290973	0.315282	0.129628	0.264117	0.005018555	14.39733
3352	0	-3717.715	-3716.055	-1.659572	0.8313748	0.2291287	0.416415	0.0529397	0.0348854	0.122352	0.152197	0.356446	0.202619	0.667233	0.363022	0.0460759	0.0912206	0.303175	0.110854	0.0500023	0.0234964	0.0491089	0.103081	0.19078	0.1637045	-0.03323753	0.0152565	0.571902	0.00197936	0.00174328	0.401025	0.00809382	0.05580937	0.00127742	0.0520878	0.455358	3.49128	0.306969	0.290304	0.119448	0.283279	0.02257184	2.472522
3353	1	-3726.214	-3714.847	-11.36775	0.7071105	0.1830215	0.408832	0.168094	0.122748	0.720869	0.289552	0.276058	0.420911	0.178837	0.0519272	0.718957	0.384632	0.0117637	0.0672564	0.0443701	0.273734	0.0829556	0.446256	0.802728	0.3286323	-0.003577355	0.0126075	0.584777	0.00357234	0.00230506	0.393374	0.00336436	0.005488415	0.000279904	0.0245905	0.337918	3.63721	0.2762	0.294671	0.128164	0.300964	0.001911059	2.871923
3354	0	-3716.755	-3715.46	-1.294935	0.8346616	0.1893869	0.208431	0.0922669	0.0706951	0.0802565	0.151306	0.324828	0.209395	0.501679	0.266494	0.0386249	0.0105718	0.266127	0.0678156	0.0535352	0.0185033	0.0498716	0.0609351	0.281865	0.1208761	0.3500112	0.0151534	0.568037	0.0035769	0.00520688	0.398315	0.00971151	0.009692691	0.000360736	0.0278859	0.355396	3.61636	0.288655	0.313026	0.120425	0.277894	0.3597039	0.02694631
3355	1	-3716.591	-3708.7	-7.891736	0.7977691	0.1772339	0.112039	0.104733	0.0483339	0.0587798	0.197914	0.11078	0.169276	0.125827	0.050264	0.616468	0.222929	0.0761407	0.10616	0.0485	0.0404651	0.180801	0.277097	1.71805	0.1528057	0.07458893	0.00940152	0.585941	0.00476939	0.00461281	0.394157	0.00111906	0.002790694	0.000218748	0.0217596	0.321698	3.65632	0.282542	0.294602	0.129832	0.293024	0.07737962	0.03606498
3356	0	-3709.646	-3707.017	-2.628559	0.9746472	0.1794407	0.181738	0.0343457	0.0131384	0.074851	0.0717256	0.112456	0.0820413	0.5084	0.112377	0.0374947	0.061072	0.840838	0.0465403	0.0674069	0.179605	0.302028	0.228672	0.448593	0.1909847	-0.03260756	0.0153589	0.567337	0.00459893	0.00619195	0.403717	0.00279617	0.06762329	0.00024076	0.0228199	0.327919	3.64902	0.300046	0.305871	0.123248	0.270835	0.03501573	1.931226
3357	1	-3722.982	-3712.678	-10.30419	0.5129623	0.224247	0.239746	0.13999	0.0435056	0.0269728	0.242133	0.188668	0.177453	0.122079	0.0437488	0.463238	0.464801	0.644252	0.713937	0.301741	0.113895	0.0757161	0.0795515	0.301381	0.3507418	-0.1059595	0.0114182	0.514285	0.0106425	0.0153551	0.445179	0.00311975	0.1371712	0.00112045	0.0488295	0.443945	3.50611	0.285103	0.314313	0.141075	0.25951	0.03121173	4.39486
3358	0	-3715.713	-3708.663	-7.050422	0.6189151	0.1779859	0.151866	0.0478747	0.0085604	0.155206	0.143335	0.388438	0.315015	1.03343	0.326257	0.0509386	0.0366184	0.506327	0.205193	0.207367	0.102306	0.0165274	0.00939967	0.566588	0.1907838	0.1120347	0.0122143	0.550009	0.00495798	0.00591489	0.423833	0.00307105	0.002516797	0.000226074	0.0221182	0.323823	3.65383	0.300557	0.294034	0.126096	0.279313	0.1145515	0.02197087
3359	1	-3721.302	-3716.582	-4.719811	0.5875902	0.2381897	0.160275	0.158556	0.0172242	0.0468917	0.428815	0.18096	0.233029	0.0828234	0.0368765	0.420459	0.378969	0.431523	0.0334371	0.164877	0.209696	0.0687715	0.0201845	0.428855	0.179337	-0.1755135	0.00703397	0.599695	0.0101281	0.0161109	0.362181	0.00485102	0.2319138	0.00160627	0.0583034	0.475909	3.46418	0.298078	0.279188	0.121269	0.301465	0.05640022	4.11193
3360	0	-3720.955	-3721.021	0.06593056	0.9508677	0.2023284	0.26487	0.0844106	0.00292616	0.064365	0.103846	0.117952	0.0796689	0.63042	0.198518	0.0727836	0.0225577	0.418202	0.412729	0.0575295	0.306238	0.000303834	0.0302136	0.19845	0.1744732	-0.05302193	0.0106523	0.479671	0.00913961	0.0107109	0.487148	0.00267831	0.05467125	0.000575127	0.0351294	0.389707	3.57459	0.295176	0.283325	0.140457	0.281043	0.001649324	33.14767
3361	1	-3719.881	-3714.598	-5.283521	0.4512991	0.1787998	0.165333	0.252315	0.0160136	0.24305	0.360174	0.268134	0.222874	0.221088	0.0610713	0.391055	0.378839	0.419629	0.10193	0.100476	0.073852	0.0120358	0.328864	0.225045	0.1792752	0.07630259	0.011986	0.540229	0.00800587	0.00777949	0.426167	0.00583247	0.04823004	0.000234206	0.0225095	0.326117	3.65114	0.307916	0.298962	0.1469	0.246222	0.1245326	0.3872884
3362	0	-3723.136	-3714.777	-8.359828	0.9443892	0.207691	0.215664	0.357476	0.098153	0.0690127	0.0525485	0.102002	0.102246	0.419158	0.092394	0.05197	0.0580966	0.985272	0.520916	0.0366944	0.046041	0.0211492	0.296164	0.345731	0.2063833	-0.308075	0.0135068	0.472928	0.00617746	0.0120056	0.482123	0.0132595	0.3463864	0.000685945	0.038327	0.403431	3.55756	0.322892	0.299464	0.121311	0.256333	0.0383114	9.04134
3363	1	-3720.776	-3711.139	-9.637704	0.3801853	0.1865101	0.227938	0.150517	0.129861	0.241632	0.430647	0.274948	0.417851	0.160841	0.109113	0.458613	0.132644	0.279858	0.132172	0.0879894	0.33219	0.0364906	0.126091	0.323089	0.1820298	0.3264968	0.0139581	0.525074	0.00311805	0.0151765	0.432417	0.010256	0.09526856	0.000322351	0.0263736	0.347545	3.62576	0.304384	0.299642	0.134311	0.261664	0.4217653	0.2258805
3364	0	-3712.695	-3711.607	-1.088852	0.890602	0.1979694	0.214405	0.0292998	0.00982263	0.094864	0.117359	0.225492	0.206131	0.625996	0.231733	0.044812	0.110884	0.211723	0.0540973	0.108624	0.0614883	0.0380885	0.0194716	0.482728	0.1038956	-0.08337836	0.0135648	0.474958	0.00685826	0.0056436	0.484193	0.0147817	0.1154198	0.000494878	0.0326123	0.378337	3.58856	0.326043	0.2922	0.12349	0.258267	0.03204149	3.6022
3365	1	-3723.819	-3714.884	-8.935455	0.3152834	0.1610608	0.333486	0.154	0.0332314	0.0784216	0.318684	0.267707	0.264696	0.625725	0.0519332	0.458203	0.138193	0.298442	0.485013	0.291616	0.416191	0.0885913	0.197259	0.173235	0.2520723	-0.03166839	0.00930629	0.566586	0.00481342	0.0022414	0.414638	0.00241529	0.08607112	9.99653e-05	0.0147469	0.274879	3.71027	0.30968	0.307522	0.130664	0.252135	0.05440273	1.58211
3366	0	-3721.073	-3712.646	-8.426857	0.8072667	0.1719843	0.632322	0.049209	0.0648283	0.0826167	0.116973	0.534394	0.238416	0.639198	0.761658	0.043619	0.0929498	0.377291	0.0705064	0.0311602	0.0926341	0.122553	0.298119	0.124594	0.1906479	0.1973995	0.0110776	0.548697	0.00720832	0.00418252	0.416131	0.0127038	0.0003585387	0.000172418	0.0193347	0.306731	3.67376	0.327417	0.275252	0.129527	0.267803	0.197758	0.001813017
3367	1	-3719.21	-3706.498	-12.71232	0.2654707	0.1670871	0.227375	0.276773	0.0468063	0.128309	0.667553	0.300889	0.395307	0.161674	0.181608	0.552705	0.145173	0.540366	0.179585	0.393895	0.362679	0.197455	0.239395	0.216645	0.3404672	0.1381709	0.00824917	0.526908	0.00958164	0.00118424	0.446925	0.00715217	0.04502089	0.000136235	0.0171998	0.292562	3.6901	0.31729	0.289935	0.117545	0.27523	0.1831918	0.2457582
3368	0	-3709.089	-3706.482	-2.607631	0.9515759	0.183445	0.255234	0.0319232	0.0364199	0.0667366	0.0853567	0.310242	0.199808	0.568235	0.177653	0.0265042	0.0515627	0.81569	0.138996	0.0386984	0.062793	0.0527005	0.215368	0.290368	0.1592432	0.103654	0.0117686	0.527852	0.00840855	0.00548116	0.439631	0.00685878	0.002688518	0.000284825	0.0248039	0.339093	3.63582	0.287293	0.300146	0.142333	0.270228	0.1063425	0.02528169
3369	1	-3719.234	-3709.711	-9.523861	0.3615708	0.2031889	0.230319	0.222527	0.108548	0.118885	0.445254	0.490813	0.35953	0.195153	0.0839707	0.270257	0.41813	0.261756	0.0466346	0.134604	0.139798	0.0283912	0.577161	0.502464	0.2444621	-0.1088639	0.0109959	0.565803	0.00871187	0.00202608	0.406356	0.00610728	0.1738209	0.000591994	0.0356352	0.391929	3.57184	0.285312	0.315437	0.125686	0.273564	0.06495696	2.67594
3370	0	-3718.079	-3715.703	-2.376257	0.9201261	0.1658491	0.388399	0.0434704	0.0178822	0.0640191	0.0694545	0.117911	0.0706252	0.795295	0.260349	0.0125035	0.0194672	0.216558	0.148603	0.0403634	0.267477	0.0461349	0.201009	0.351838	0.1262705	-0.109502	0.011709	0.52462	0.0107819	0.00961895	0.434912	0.0083578	0.1569191	0.000128076	0.01668	0.288951	3.69424	0.329928	0.293264	0.126666	0.250142	0.04741712	3.309334
3371	1	-3715.934	-3709.421	-6.512815	0.3608229	0.1876034	0.313571	0.182275	0.0476247	0.0530693	0.427776	0.26029	0.315578	0.240604	0.108838	0.388933	0.188465	0.330222	0.234626	0.341027	0.251232	0.233179	0.0100198	0.170545	0.1869367	0.07104879	0.00818402	0.556374	0.00332855	0.00664942	0.399584	0.0258805	0.04893186	0.00033657	0.0269439	0.350538	3.62218	0.284043	0.317797	0.120783	0.277378	0.1199806	0.4078313
3372	0	-3723.264	-3713.122	-10.14214	0.755252	0.2066477	0.653113	0.0512402	0.055883	0.0943561	0.128774	0.343991	0.138621	0.716813	0.232294	0.0433691	0.164834	0.429985	1.13698	0.0522013	0.0929395	0.127663	0.144014	0.390279	0.2620674	-0.06471672	0.0112586	0.524695	0.00639659	0.0097512	0.440892	0.00700708	0.08712884	0.000663305	0.0376964	0.400784	3.56086	0.300379	0.302463	0.138374	0.258784	0.02241212	3.887577
3373	1	-3732.256	-3712.694	-19.56163	0.2225498	0.2210236	0.232235	0.480673	0.164277	0.250894	0.948556	0.477071	0.421263	0.210727	0.142447	0.380344	0.535195	1.14507	0.288171	0.086466	0.829772	0.0946572	0.0581257	0.514546	0.3128513	-0.1392836	0.0172242	0.467613	0.00306808	0.00846561	0.481878	0.0217517	0.2374348	0.00102426	0.0467158	0.436276	3.51598	0.30015	0.305391	0.125341	0.269119	0.09815127	2.41907
3374	0	-3727.12	-3719.614	-7.506415	0.5565055	0.1961785	0.24859	0.153039	0.0684847	0.217852	0.161214	0.363126	0.307078	0.808767	0.167313	0.0167128	0.559155	0.0496581	0.0934632	0.321018	0.0241598	0.0232674	0.0908264	0.349642	0.2236502	-0.03727092	0.00922416	0.543252	0.00679461	0.0109406	0.420524	0.00926489	0.1654254	0.000464345	0.0316003	0.373611	3.59432	0.3293	0.312652	0.104402	0.253646	0.1281545	1.290828
3375	1	-3719.567	-3708.382	-11.18499	0.2650002	0.2060237	0.356261	0.215962	0.0933197	0.126182	0.572761	0.356144	0.374236	0.259182	0.136251	0.163382	0.148662	0.301029	0.323356	0.0908958	0.305266	0.216627	0.626326	0.23169	0.2973282	0.04457869	0.0168789	0.523353	0.0083041	0.0064508	0.434229	0.010785	0.1100046	0.000650016	0.0373213	0.399195	3.56283	0.301454	0.299415	0.132494	0.266637	0.1545833	0.7116203
3376	0	-3715.343	-3710.014	-5.329099	0.561629	0.1492005	0.173823	0.195509	0.0257895	0.149398	0.259497	0.45523	0.307676	0.555995	0.124102	0.0480634	0.443373	0.10502	0.101384	0.0438902	0.204136	0.158626	0.5836	0.148317	0.1956945	0.03684919	0.00970316	0.528192	0.00446612	0.00553098	0.442361	0.009746	0.006346148	5.05199e-05	0.0105013	0.239413	3.75003	0.315393	0.304217	0.125534	0.254857	0.04319534	0.1469174
3377	1	-3716.962	-3708.253	-8.709832	0.34113	0.1755666	0.118077	0.212871	0.0910087	0.211722	0.376252	0.323169	0.366333	0.193895	0.131525	0.387489	0.305617	0.178503	0.291088	0.118938	0.140696	0.451492	0.404664	0.293167	0.2169334	0.03681004	0.0103785	0.52569	0.00958751	0.00737458	0.436948	0.0100214	0.06367616	0.000203136	0.0209744	0.31697	3.66185	0.303683	0.294107	0.125139	0.277071	0.1004862	0.6336806
3378	0	-3721.966	-3709.673	-12.29252	0.4393162	0.1589888	0.115337	0.31464	0.299209	0.19256	0.562409	0.497243	0.295766	0.589124	0.108327	0.0927443	0.233761	0.210078	0.527356	0.0777527	0.0738793	0.0943756	0.0227456	1.33529	0.2216119	-0.03486525	0.0106811	0.500518	0.0112693	0.00413773	0.471331	0.00206339	0.03621843	8.9385e-05	0.0139489	0.268741	3.71722	0.287251	0.3202	0.131879	0.26067	0.00135318	26.76542
3379	1	-3719.677	-3709.606	-10.0715	0.4530229	0.1849047	0.240513	0.152717	0.123702	0.451868	0.51041	0.238759	0.268787	0.290969	0.0684014	0.321272	0.26598	0.14691	0.251041	0.0508142	0.34146	0.263232	0.527406	0.360899	0.3203259	-0.0009958471	0.0115389	0.51051	0.00985291	0.0104851	0.449043	0.00857015	0.04112882	0.000302273	0.025546	0.343129	3.63102	0.307989	0.30612	0.13803	0.247861	0.04013298	1.024814
3380	0	-3721.482	-3711.851	-9.630894	0.3382763	0.1580318	0.307726	0.0660075	0.0389448	0.423423	0.193487	0.504551	0.356371	0.57363	0.0967867	0.0875821	0.213401	0.111036	0.60819	0.340713	0.194814	0.0739183	0.0691962	0.170541	0.2065187	0.02094267	0.0110467	0.574342	0.0118415	0.00188715	0.398714	0.00216817	0.1605008	8.47998e-05	0.0135883	0.265897	3.72043	0.295601	0.317733	0.122341	0.264324	0.1814435	0.8845775
3381	1	-3717.114	-3711.33	-5.783613	0.5964728	0.166649	0.28549	0.106913	0.0211165	0.0363397	0.226862	0.154987	0.144227	0.187222	0.0324932	1.09165	0.405359	0.125902	0.190245	0.170812	0.082056	0.0202204	0.480466	0.169471	0.2571288	-0.03486693	0.00419157	0.531795	0.0102941	0.0109223	0.436499	0.00629884	0.06606392	0.000133304	0.0170149	0.291286	3.69157	0.317136	0.304157	0.112062	0.266645	0.03119699	2.117638
3382	0	-3719.838	-3711.703	-8.134388	0.634866	0.1805195	0.264723	0.257434	0.0673628	0.0722017	0.296441	0.574791	0.658993	0.454581	0.187737	0.0649742	0.273642	0.0217982	0.103203	0.0513547	0.0531531	0.0813536	0.162025	0.217974	0.3579586	0.01792265	0.0096558	0.563837	0.011625	0.00820438	0.398609	0.00806873	0.03620681	0.000252099	0.0233469	0.330944	3.64546	0.286106	0.305142	0.140524	0.268228	0.05412946	0.6688929
3383	1	-3718.029	-3713.357	-4.671906	0.5809131	0.2121917	0.171534	0.121405	0.145099	0.241911	0.312117	0.167211	0.274308	0.0606508	0.0519026	0.309403	0.285094	0.0821449	0.187147	0.0707281	0.0937001	0.131687	0.391565	0.295481	0.2319891	-0.07330521	0.00678529	0.526158	0.021741	0.0120051	0.431872	0.00143777	0.1676647	0.000789807	0.0410917	0.414722	3.5434	0.308447	0.310869	0.129864	0.25082	0.09435946	1.776872
3384	0	-3719.333	-3710.534	-8.798854	0.5736079	0.1931978	0.181654	0.0773168	0.0299798	0.145828	0.14519	0.378164	0.189563	0.619474	0.0759275	0.0322292	0.603246	0.424553	0.7992	0.125806	0.302762	0.134012	0.166264	0.400472	0.2561636	-0.002864892	0.00711471	0.46793	0.00765453	0.0073327	0.504582	0.00538576	0.02519807	0.000416551	0.0299457	0.365673	3.60397	0.28488	0.29916	0.127779	0.288181	0.02233318	1.12828
3385	1	-3721.873	-3717.521	-4.351811	0.5398259	0.1957423	0.0404885	0.16168	0.244376	0.218264	0.206391	0.191872	0.178801	0.144116	0.0472292	0.600401	0.357743	0.505003	0.104298	0.0610178	0.268887	0.027081	0.0747866	0.478784	0.1890054	-0.03668612	0.00341523	0.569656	0.0202244	0.00536714	0.400302	0.00103531	0.03718794	0.000457117	0.0313559	0.372455	3.59573	0.32206	0.299362	0.126775	0.251802	0.0005018225	74.10576
3386	0	-3723.59	-3709.272	-14.3181	0.6516932	0.1589352	0.540916	0.320602	0.198029	0.103911	0.128423	0.270898	0.18818	0.616235	0.204151	0.0927429	0.521394	1.75113	0.171457	0.0747139	0.229459	0.0144489	0.094121	0.071618	0.2689552	-0.2281749	0.00646447	0.510315	0.00704281	0.00696456	0.464258	0.00495535	0.2694928	8.91232e-05	0.0139286	0.268582	3.7174	0.322625	0.30475	0.120759	0.251866	0.04131788	6.522424
3387	1	-3719.811	-3717.09	-2.720476	0.4922419	0.2137337	0.287733	0.138734	0.0292413	0.14313	0.348034	0.174016	0.39325	0.1818	0.0660051	0.359733	0.0634565	0.199483	0.0827355	0.0538899	0.0875083	0.0651776	0.0250021	0.343353	0.1808895	-0.0831212	0.0143869	0.56354	0.0148602	0.0105409	0.396004	0.000667782	0.2211989	0.000827761	0.0420551	0.418543	3.53857	0.295635	0.290518	0.126751	0.287095	0.1380777	1.601989
3388	0	-3713.549	-3712.242	-1.307063	0.6748269	0.2182327	0.13377	0.166002	0.038205	0.092268	0.130968	0.231614	0.146062	0.35223	0.216398	0.0570103	0.486074	0.0162695	0.367314	0.0720653	0.289698	0.0360073	0.0368239	0.238176	0.1400077	-0.07613412	0.0148072	0.561608	0.0113876	0.00475878	0.400294	0.00714494	0.1206207	0.000945641	0.0449114	0.429551	3.52459	0.28063	0.303338	0.135765	0.280266	0.04448654	2.711397
3389	1	-3710.275	-3708.071	-2.204482	0.5521052	0.1947748	0.197674	0.0936358	0.00677324	0.0521346	0.399088	0.190976	0.247578	0.173803	0.072994	0.559118	0.112722	0.145356	0.301083	0.137877	0.0957971	0.0640261	0.0221016	0.301213	0.1518221	0.1593894	0.0128772	0.561953	0.00873074	0.00304445	0.412482	0.000912663	0.03896336	0.000441374	0.0308165	0.369883	3.59886	0.289078	0.306774	0.130866	0.273282	0.1983527	0.1964347
3390	0	-3722.187	-3708.351	-13.83673	0.616401	0.1823556	0.486128	0.113729	0.0758127	0.0881562	0.414539	0.64935	0.545638	0.678194	0.24318	0.0637495	0.535336	0.00151938	0.0251604	0.0790067	0.0269309	0.593263	0.131231	0.279994	0.4340318	-0.04869852	0.0110096	0.545535	0.00619474	0.00414843	0.430431	0.0026813	0.1049785	0.000272294	0.0242566	0.336067	3.6394	0.280566	0.311312	0.125288	0.282833	0.05627994	1.865291
3391	1	-3717.603	-3708.261	-9.342073	0.2999066	0.1699117	0.180363	0.231058	0.0521549	0.114854	0.377503	0.370675	0.268373	0.191645	0.108521	0.733018	0.168105	0.153284	0.490939	0.136606	0.304449	0.422728	0.220093	0.254921	0.2584788	-0.1260014	0.0157383	0.554529	0.00463373	0.00479469	0.414329	0.00597441	0.1332219	0.000156318	0.0184159	0.300758	3.68067	0.292439	0.305196	0.130797	0.271568	0.00722053	18.45043
3392	0	-3721.506	-3710.459	-11.04754	0.4524947	0.2066508	0.213817	0.142549	0.16607	0.301724	0.338136	0.60661	0.249315	0.564328	0.169278	0.0328288	1.16557	0.060535	0.207328	0.0594284	0.433799	0.105571	0.0427027	0.0519155	0.2409006	0.04689616	0.0108041	0.511746	0.00507186	0.00468934	0.464793	0.00289535	0.1088163	0.000663372	0.0376983	0.400792	3.56085	0.301873	0.300758	0.125134	0.272234	0.1557124	0.6988285
3393	1	-3729.884	-3715.165	-14.71875	0.3103345	0.2146412	0.218479	0.327649	0.135049	0.408146	0.716573	0.379241	0.34804	0.230045	0.0936454	0.75372	0.0545929	0.434701	0.131781	0.0999436	0.328201	0.0391768	0.483156	0.574433	0.207403	-0.00376399	0.0172705	0.485838	0.00347061	0.00501933	0.484407	0.00399443	0.1053693	0.000850676	0.0426259	0.42078	3.53574	0.270988	0.31873	0.140197	0.270085	0.1016054	1.037045
3394	0	-3720.092	-3710.262	-9.830145	0.4375681	0.14762	0.0996804	0.330261	0.125568	0.127452	0.251982	0.391842	0.241496	0.865986	0.138882	0.0184566	0.729716	0.285588	0.0834634	0.0233377	0.522544	0.224774	0.165768	0.125278	0.3085443	0.08472272	0.0110732	0.512127	0.00667296	0.00208938	0.46514	0.00289751	0.01720588	4.57471e-05	0.00999511	0.234636	3.75532	0.296178	0.310804	0.135692	0.257326	0.1019286	0.1688032
3395	1	-3721.55	-3711.552	-9.99735	0.4059563	0.218448	0.394759	0.165298	0.237771	0.318106	0.536361	0.305057	0.243554	0.502591	0.0678957	0.901815	0.271468	0.29361	0.366363	0.099687	0.0608152	0.104779	0.0588294	0.234729	0.2622587	0.03435947	0.0173348	0.473383	0.00504483	0.00651436	0.496148	0.00157552	0.005665318	0.000951554	0.0450497	0.430072	3.52393	0.303131	0.296614	0.151033	0.249222	0.04002479	0.1415452
3396	0	-3706.574	-3704.911	-1.662521	0.5771403	0.1941156	0.142125	0.0363345	0.0253207	0.107421	0.28551	0.404076	0.276776	0.423393	0.179208	0.0648998	0.351158	0.141528	0.0823657	0.148987	0.023925	0.157755	0.110975	0.0984356	0.1592309	-0.1995374	0.0101703	0.517991	0.0144136	0.00403658	0.450875	0.0025128	0.2254214	0.000430872	0.0304512	0.368126	3.60099	0.294777	0.309452	0.133662	0.262109	0.02588396	8.708921
3397	1	-3719.861	-3714.784	-5.07652	0.559861	0.1896556	0.141696	0.176075	0.0183516	0.0340382	0.431893	0.263815	0.34915	0.0683002	0.129969	0.674459	0.390652	0.400312	0.0166885	0.26019	0.0963039	0.0226696	0.187676	0.317617	0.1790175	0.05321252	0.0177588	0.477584	0.00397571	0.00657217	0.490247	0.00386282	0.005558516	0.000364483	0.028029	0.356125	3.61548	0.315853	0.298296	0.120792	0.265059	0.05877104	0.09457917
3398	0	-3721.653	-3716.488	-5.165278	0.3816884	0.2486064	0.168404	0.100084	0.0783601	0.195218	0.325187	0.50533	0.26929	0.284257	0.102121	0.038057	0.239096	0.0118106	0.346254	0.214364	0.0808073	0.440214	0.205607	0.184582	0.2082437	-0.01208062	0.015993	0.513902	0.0142998	0.00400471	0.447315	0.00448555	0.09649313	0.00204744	0.0656854	0.498538	3.43373	0.27468	0.318351	0.142584	0.264384	0.08441251	1.143114
