Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
14180	-3744.945	-3724.437	-20.50742	0.3304125	0.2240512	0.2243379	0.4636252	0.0179449	0.4799	0.00795193	0.0107252	0.480411	0.00306667	0.1516208	0.00111444	0.0487002	0.443482	3.5067	0.282765	0.289203	0.147482	0.28055	0.615246	0.2464394
14190	-3744.899	-3726.74	-18.15902	0.3301211	0.2480234	0.2173711	-0.291208	0.0191408	0.473532	0.00503988	0.0117569	0.486691	0.00383909	0.3979329	0.00202091	0.0652663	0.497299	3.43541	0.284219	0.300512	0.132731	0.282538	0.1067249	3.728586
14200	-3744.691	-3729.615	-15.07616	0.344443	0.2044784	0.2229069	-0.03693354	0.0169709	0.547258	0.00713498	0.00541924	0.414734	0.0084824	0.09962021	0.000617915	0.0363984	0.395245	3.56774	0.271062	0.332097	0.135809	0.261032	0.06268667	1.589177
14210	-3740.616	-3725.34	-15.27563	0.3311765	0.242654	0.216237	-0.03069836	0.0199776	0.547296	0.0100717	0.00565707	0.414762	0.00223555	0.113894	0.00178689	0.0614385	0.485736	3.45104	0.289611	0.283844	0.13231	0.294235	0.08319567	1.36899
14220	-3739.967	-3724.998	-14.96902	0.2811667	0.1904569	0.2298416	0.06972207	0.0120907	0.581698	0.0149001	0.00301931	0.386098	0.00219327	0.0394212	0.000375824	0.0284578	0.358296	3.61287	0.280266	0.294486	0.146721	0.278527	0.1091433	0.3611876
14230	-3746.059	-3730.833	-15.22534	0.2820219	0.1967499	0.2807177	-0.03634978	0.0192005	0.604879	0.0152975	0.00395643	0.354872	0.00179514	0.07836522	0.000473937	0.0319218	0.375122	3.59248	0.259565	0.310314	0.132269	0.297852	0.04201544	1.865153
14240	-3743.392	-3727.45	-15.94222	0.2792989	0.2134668	0.233396	-0.2328171	0.0137275	0.534865	0.0168431	0.00192676	0.432075	0.000561771	0.246883	0.000821103	0.0418878	0.417883	3.53941	0.281594	0.283438	0.157382	0.277586	0.01406592	17.55186
14250	-3738.722	-3724.62	-14.10185	0.31054	0.2288658	0.2308804	0.02502749	0.0138822	0.52968	0.0170329	0.00226234	0.436945	0.000197712	0.01113148	0.00126861	0.0519107	0.454749	3.49207	0.27583	0.298043	0.14147	0.284657	0.03615897	0.3078483
14260	-3739.774	-3724.385	-15.38952	0.2509988	0.1831724	0.239113	-0.1390049	0.0138765	0.529461	0.00607104	0.0135129	0.436764	0.000313926	0.1658642	0.000281651	0.0246664	0.338337	3.63672	0.299709	0.290404	0.14476	0.265127	0.02685938	6.175281
14270	-3740.864	-3726.04	-14.82442	0.2739174	0.2082402	0.2398598	-0.07985639	0.0154563	0.458138	0.0106988	0.0167517	0.498751	0.000204347	0.1003079	0.000698077	0.0386604	0.40482	3.55582	0.305196	0.299961	0.13291	0.261932	0.02045148	4.904674
14280	-3735.446	-3721.448	-13.99738	0.3070214	0.2204693	0.2224376	0.01021137	0.0189633	0.548548	0.0128101	0.0108817	0.408669	0.000127792	0.01712328	0.0010083	0.0463556	0.434947	3.51769	0.290278	0.300527	0.141666	0.267528	0.02733466	0.6264313
14290	-3736.686	-3722.439	-14.24677	0.3056765	0.2024698	0.2277901	0.05346916	0.0191881	0.55505	0.00612886	0.00591928	0.413513	0.000200237	0.006608689	0.000577877	0.0352124	0.390073	3.57414	0.296033	0.285867	0.140565	0.277535	0.06007785	0.1100021
14300	-3752.005	-3733.372	-18.63325	0.3074505	0.2176863	0.2548074	-0.2444844	0.016449	0.532713	0.00793762	0.00727151	0.435458	0.000171653	0.3886981	0.000930748	0.044561	0.428225	3.52628	0.28465	0.311921	0.118853	0.284575	0.1442137	2.695292
14310	-3745.91	-3731.202	-14.70806	0.3139007	0.1898237	0.2307413	0.108661	0.0139876	0.636234	0.0099652	0.00597845	0.333642	0.00019328	0.004489138	0.000366841	0.0281188	0.356581	3.61493	0.296278	0.278295	0.133834	0.291593	0.1131501	0.03967418
14320	-3739.184	-3721.482	-17.70145	0.2610353	0.2004168	0.2670344	-0.35393	0.0135116	0.614583	0.00716519	0.005775	0.35682	0.00214505	0.392975	0.000538882	0.0340163	0.384745	3.5807	0.295106	0.295153	0.127479	0.282261	0.03904497	10.06467
14330	-3736.8	-3719.959	-16.84061	0.2883103	0.1961548	0.2365502	0.1846021	0.011594	0.553308	0.0133612	0.00371247	0.414131	0.00389373	0.0870122	0.00046395	0.031587	0.373548	3.5944	0.285131	0.307389	0.127583	0.279897	0.2716143	0.320352
14340	-3737.342	-3721.482	-15.85976	0.2666071	0.2135794	0.2717818	-0.1584414	0.010883	0.519378	0.0127405	0.00348482	0.445482	0.00803181	0.1836919	0.000823907	0.0419583	0.418161	3.53906	0.270777	0.306294	0.147018	0.275911	0.02525045	7.274796
14350	-3741.806	-3722.635	-19.1714	0.2705252	0.1940605	0.2709696	-0.5882945	0.0119716	0.515822	0.0126532	0.0116009	0.442431	0.00552071	0.5987202	0.000430003	0.0304208	0.367979	3.60117	0.308908	0.308457	0.122912	0.259723	0.01042573	57.42715
14360	-3742.559	-3723.796	-18.76377	0.2933777	0.2213862	0.1987188	0.07386749	0.0192463	0.524554	0.0087742	0.00767486	0.433446	0.00630489	0.2678184	0.00103479	0.0469521	0.437144	3.51487	0.295359	0.308161	0.128795	0.267684	0.3416859	0.7838146
14370	-3739.794	-3723.945	-15.84876	0.328159	0.217289	0.2185844	0.04603101	0.0133533	0.490611	0.0118377	0.00954948	0.465937	0.00871191	0.1054838	0.000920021	0.0443068	0.427259	3.52751	0.291068	0.299349	0.136223	0.27336	0.1515148	0.6961947
14380	-3739.437	-3723.159	-16.27844	0.3074544	0.2028646	0.2455989	0.006551426	0.0174715	0.478072	0.01163	0.00512018	0.470696	0.0170097	0.1352775	0.000585596	0.0354442	0.391093	3.57288	0.302197	0.296002	0.139917	0.261884	0.1418289	0.9538075
14390	-3744.146	-3726.618	-17.5279	0.3175167	0.2875931	0.2388007	-0.2427172	0.0191627	0.468695	0.0119878	0.00623307	0.484616	0.00930491	0.3351193	0.00434297	0.094885	0.574366	3.32641	0.297573	0.287969	0.14243	0.272028	0.09240206	3.626751
14400	-3741.19	-3725.625	-15.56503	0.2566586	0.2330046	0.2623974	0.07144221	0.0146792	0.476521	0.00994195	0.0021763	0.492708	0.00397434	0.05668149	0.00141201	0.0547211	0.464249	3.47962	0.301502	0.267849	0.157944	0.272706	0.1281237	0.4423966
14410	-3738.438	-3723.494	-14.94451	0.2578267	0.2013958	0.2714422	0.02422711	0.0161654	0.511241	0.00741793	0.00202936	0.459441	0.003706	0.03845687	0.000557237	0.0345846	0.387291	3.57757	0.286342	0.299982	0.128265	0.285411	0.06268398	0.613504
14420	-3738.599	-3723.462	-15.13714	0.2577852	0.184006	0.257629	-0.08814579	0.0113987	0.581495	0.0101861	0.00244445	0.386371	0.00810409	0.1135146	0.000291441	0.025088	0.340646	3.63397	0.309799	0.299046	0.113813	0.277342	0.02536877	4.474579
14430	-3745.377	-3730.531	-14.84591	0.2710592	0.1505265	0.2770907	-0.04641256	0.00746073	0.459888	0.0080559	0.00692386	0.51228	0.00539117	0.06452257	5.4818e-05	0.0109369	0.243414	3.74559	0.282252	0.291103	0.142713	0.283932	0.01811002	3.562812
14440	-3736.689	-3720.357	-16.33125	0.2666372	0.2282241	0.2709008	0.1505559	0.010763	0.475515	0.0127937	0.00608651	0.489725	0.00511609	0.05775034	0.00124728	0.051479	0.453261	3.49401	0.311291	0.294869	0.126675	0.267164	0.2083062	0.2772377
14450	-3739.73	-3725.055	-14.67534	0.2651965	0.2167455	0.2507789	0.06867246	0.0132099	0.473676	0.00895639	0.0125909	0.487831	0.00373561	0.0124673	0.000905481	0.0439599	0.425935	3.5292	0.325286	0.283008	0.116962	0.274744	0.08113976	0.1536522
14460	-3736.559	-3721.587	-14.97238	0.2504953	0.1945727	0.2984757	-0.05560332	0.00870132	0.60608	0.00381081	0.00335655	0.366613	0.0114379	0.064101	0.000438135	0.0307043	0.369345	3.59951	0.303964	0.290856	0.123722	0.281459	0.008497683	7.54335
14470	-3746.514	-3729.628	-16.88577	0.253896	0.175088	0.2981676	0.2135077	0.00972245	0.455504	0.00266611	0.00139222	0.519396	0.0113195	0.03880435	0.000198813	0.0207516	0.315609	3.66344	0.313527	0.303282	0.138249	0.244943	0.2523121	0.153795
14480	-3739.61	-3724.395	-15.21444	0.2576497	0.184008	0.2695292	-0.00912088	0.00890981	0.451802	0.0110788	0.00334637	0.515176	0.00968723	0.07194263	0.000291464	0.025089	0.340652	3.63397	0.29832	0.319556	0.129025	0.253099	0.06282175	1.145187
14490	-3737.037	-3721.568	-15.46871	0.2502935	0.1682317	0.3154014	-0.05629126	0.0071718	0.571652	0.0113917	0.00438313	0.39895	0.0064512	0.08486055	0.000144122	0.0176875	0.295891	3.68628	0.292217	0.297924	0.128319	0.28154	0.02856929	2.970342
14500	-3744.703	-3726.626	-18.07658	0.2104071	0.1911124	0.3861485	-0.3510298	0.00450391	0.604211	0.00938745	0.00441749	0.370944	0.00653614	0.3531405	0.00038529	0.0288107	0.360066	3.61074	0.290829	0.32629	0.131682	0.251199	0.002110714	167.3086
14510	-3739.803	-3723.976	-15.82688	0.2203825	0.2186144	0.3078584	0.07090737	0.010386	0.598982	0.0112313	0.011982	0.362225	0.00519442	0.04829074	0.000956142	0.0451567	0.430475	3.52341	0.269914	0.312051	0.131677	0.286358	0.1191981	0.4051301
14520	-3738.067	-3721.874	-16.19225	0.2150432	0.1755043	0.317347	-0.1648761	0.00790929	0.564501	0.00895746	0.00179446	0.404132	0.0127055	0.1839126	0.000202569	0.0209454	0.316793	3.66206	0.294432	0.297437	0.12997	0.27816	0.01903649	9.661057
14530	-3741.713	-3723.004	-18.70872	0.2226306	0.222256	0.3574698	0.4373471	0.00798541	0.58914	0.00413358	0.00411851	0.388945	0.00567716	0.008311069	0.00106035	0.0475203	0.439221	3.5122	0.312584	0.288044	0.126375	0.272998	0.4456582	0.01864898
14540	-3740.426	-3723.999	-16.42749	0.2093786	0.1822638	0.3601681	-0.03140355	0.00996379	0.617633	0.00670573	0.009327	0.352008	0.00436156	0.1063226	0.000271258	0.0242108	0.335812	3.63971	0.278792	0.31289	0.126216	0.282102	0.07491906	1.419166
14550	-3744.752	-3728.709	-16.04326	0.2113482	0.177352	0.3316945	-0.1229929	0.0104446	0.49061	0.00391467	0.0074088	0.482311	0.0053101	0.1427376	0.000219887	0.0218157	0.322032	3.65593	0.299655	0.333575	0.119949	0.246822	0.01974468	7.229166
14560	-3736.167	-3720.254	-15.91299	0.2033471	0.1702765	0.360768	-0.0698536	0.00629879	0.549145	0.0101214	0.00437079	0.425811	0.00425338	0.09259928	0.000159067	0.018576	0.301812	3.67945	0.322041	0.296543	0.130271	0.251144	0.02274567	4.071072
14570	-3736.442	-3720.389	-16.05282	0.2275754	0.2015875	0.3107996	0.1008544	0.00791848	0.556545	0.0166206	0.00518119	0.409652	0.00408327	0.04333315	0.000560882	0.0346963	0.387789	3.57695	0.301033	0.302082	0.132818	0.264067	0.1441876	0.3005332
14580	-3738.157	-3721.103	-17.05352	0.2357375	0.1938635	0.2907938	0.06615919	0.00601224	0.559843	0.0182667	0.00305012	0.406627	0.00620159	0.1325351	0.000426904	0.030312	0.367453	3.60181	0.27092	0.321126	0.137824	0.270129	0.1986943	0.6670303
14590	-3734.558	-3719.471	-15.08724	0.2376027	0.2110506	0.3228814	0.00494148	0.0157283	0.561416	0.0106308	0.00277067	0.40777	0.00168431	0.02628355	0.000762507	0.0403839	0.411879	3.54697	0.287204	0.312546	0.132009	0.268241	0.03122503	0.8417462
14600	-3742.623	-3726.382	-16.24049	0.2671012	0.1744663	0.2817354	-0.06485805	0.0180123	0.560671	0.00193217	0.00694638	0.407228	0.00520994	0.1522223	0.000193298	0.0204639	0.313837	3.66551	0.295585	0.332413	0.120731	0.251271	0.08736425	1.742387
14610	-3737.687	-3720.264	-17.42345	0.2775432	0.2041183	0.2540994	-0.1009258	0.0164414	0.558413	0.00857421	0.00490721	0.403955	0.00770851	0.2552557	0.000610598	0.0361846	0.394321	3.56888	0.291611	0.284299	0.137815	0.286275	0.1543299	1.653962
14620	-3739.274	-3723.925	-15.34892	0.284749	0.2421046	0.2764754	0.122476	0.0164557	0.558901	0.00679245	0.00498214	0.404308	0.00856141	0.00946772	0.00176399	0.0610503	0.484537	3.45265	0.29759	0.285412	0.14199	0.275008	0.1319437	0.07175577
14630	-3750.786	-3733.615	-17.17147	0.2575916	0.1716269	0.2781659	-0.03898897	0.0190905	0.499025	0.00761511	0.0114379	0.445013	0.0178184	0.1942855	0.000169556	0.0191747	0.305703	3.67495	0.289251	0.294719	0.142569	0.273461	0.1552966	1.251061
14640	-3739.497	-3724.274	-15.2229	0.2338042	0.2326708	0.2916466	0.008632211	0.0178766	0.539653	0.0039422	0.00173456	0.416716	0.0200774	0.05220537	0.00140007	0.0544928	0.463489	3.48062	0.26492	0.311298	0.144808	0.278974	0.06083758	0.8581105
14650	-3736.732	-3721.943	-14.78894	0.2376207	0.1926407	0.2970044	0.04413489	0.0141682	0.585936	0.00519295	0.00226151	0.367498	0.0249431	0.004976668	0.000408028	0.0296407	0.364179	3.60577	0.296677	0.30104	0.126468	0.275815	0.04911156	0.101334
14660	-3744.694	-3729.996	-14.69819	0.2035037	0.2238078	0.3169791	-0.01521877	0.0133782	0.452551	0.00208147	0.00120259	0.518266	0.0125215	0.01612936	0.001107	0.0485397	0.442906	3.50745	0.282002	0.308794	0.140303	0.268902	0.0009105946	17.713
14670	-3737.914	-3721.311	-16.60287	0.2315742	0.2015665	0.3360345	0.0546332	0.0113535	0.479463	0.00698266	0.000341527	0.491661	0.0101982	0.08544349	0.000560481	0.0346841	0.387734	3.57702	0.309577	0.307292	0.142336	0.240795	0.1400767	0.6099765
14680	-3746.598	-3729.228	-17.36992	0.239926	0.2015665	0.3066508	0.0764604	0.007571	0.470271	0.00790869	0.00261653	0.492124	0.019508	0.1344632	0.000560481	0.0346841	0.387734	3.57702	0.309018	0.291947	0.140483	0.258552	0.2109236	0.6374973
14690	-3744.246	-3726.383	-17.86315	0.1934357	0.1525873	0.3466064	0.1087119	0.0083727	0.469588	0.00613231	0.00998167	0.49141	0.0145153	0.1340287	6.20597e-05	0.0116336	0.249616	3.73869	0.29456	0.313766	0.132233	0.259441	0.2427406	0.5521477
14700	-3739.376	-3721.708	-17.6688	0.2076245	0.1735367	0.3314335	0.350215	0.00707295	0.556	0.00289196	0.00553113	0.415125	0.0133789	0.007622591	0.000185268	0.0200373	0.311181	3.6686	0.288702	0.305544	0.142624	0.26313	0.3578376	0.02130182
14710	-3739.277	-3721.169	-18.10808	0.1950354	0.2122282	0.3475015	0.3676303	0.0152051	0.539437	0.00515435	0.00686525	0.418509	0.0148295	0.01920658	0.000790691	0.0411144	0.414812	3.54328	0.305166	0.294411	0.130016	0.270407	0.3868369	0.04965033
14720	-3745.472	-3729.892	-15.58052	0.1784466	0.1912513	0.3727238	0.05374659	0.0128908	0.483332	0.00489381	0.00701073	0.477523	0.0143502	0.002790647	0.000387318	0.0288857	0.360441	3.61029	0.296116	0.29083	0.138962	0.274092	0.05653724	0.04935945
14730	-3736.712	-3719.855	-16.85763	0.2047297	0.1813876	0.3457985	0.06772228	0.00705899	0.480484	0.00628997	0.00899798	0.482845	0.0143242	0.09203192	0.000261504	0.023775	0.33337	3.64259	0.307025	0.288006	0.149085	0.255885	0.1597542	0.5760845
14740	-3739.56	-3722.531	-17.02935	0.2032564	0.1846539	0.3481041	-0.1091343	0.016883	0.471011	0.0058685	0.0153387	0.488233	0.00266575	0.1882538	0.000299221	0.0254178	0.342437	3.63185	0.307385	0.294628	0.148507	0.24948	0.07911951	2.37936
14750	-3737.965	-3720.531	-17.43406	0.2135749	0.1807828	0.3040968	-0.09945628	0.0113899	0.472903	0.00983522	0.0154004	0.490195	0.000275853	0.2345454	0.000254925	0.0234763	0.33168	3.64459	0.291244	0.292552	0.138348	0.277856	0.1350891	1.736227
14760	-3741.759	-3726.328	-15.43095	0.2112879	0.1909823	0.2977673	-0.1052475	0.0161838	0.470289	0.0117553	0.0191169	0.480702	0.00195309	0.1171872	0.000383398	0.0287405	0.359715	3.61116	0.299901	0.298582	0.132186	0.269332	0.01193976	9.814871
14770	-3738.686	-3722.569	-16.11648	0.2064778	0.1467022	0.3107606	0.1128782	0.00779075	0.475416	0.00973544	0.0048635	0.500162	0.00203215	0.04621913	4.31427e-05	0.00970762	0.231857	3.75839	0.305068	0.297906	0.13167	0.265356	0.1590973	0.2905085
14780	-3742.67	-3726.076	-16.59474	0.1882419	0.1799429	0.4367802	0.03668259	0.00511043	0.499471	0.00919082	0.00459143	0.48076	0.000875954	0.0363468	0.00024599	0.0230645	0.329328	3.64736	0.296348	0.301957	0.143317	0.258378	0.07302938	0.497701
14790	-3736.497	-3719.314	-17.18329	0.1344567	0.1627551	0.4699968	0.05010871	0.0101252	0.53412	0.00811287	0.00121814	0.446221	0.000202859	0.04852423	0.000109308	0.0154167	0.279876	3.7046	0.303245	0.300092	0.140396	0.256266	0.09863295	0.4919678
14800	-3739.389	-3719.372	-20.01627	0.1374044	0.1719596	0.4800454	0.3925317	0.00912598	0.618152	0.00674003	0.00223022	0.363386	0.000366146	0.05784081	0.000172218	0.0193236	0.30666	3.67384	0.305822	0.30578	0.123733	0.264665	0.4503725	0.1284288
14810	-3735.562	-3717.736	-17.82539	0.1470799	0.1453665	0.4732744	0.09798503	0.00829198	0.568261	0.00805637	0.00416719	0.410866	0.000357378	0.06304925	3.95625e-05	0.00929778	0.227808	3.76285	0.301143	0.293569	0.137513	0.267775	0.1610343	0.3915269
14820	-3736.957	-3719.192	-17.76426	0.1474271	0.1545585	0.4976032	-0.07595478	0.0115038	0.563714	0.00806682	0.00451749	0.411399	0.000798809	0.1306047	6.96631e-05	0.0123222	0.255529	3.73208	0.302223	0.302932	0.122197	0.272647	0.05464993	2.389842
14830	-3734.838	-3717.796	-17.0429	0.1490266	0.178916	0.4683324	0.1203957	0.00895861	0.547917	0.00615302	0.00458264	0.430457	0.0019316	0.005042917	0.000235384	0.0225656	0.326444	3.65076	0.299512	0.295202	0.126173	0.279113	0.1254386	0.04020228
14840	-3740.66	-3723.823	-16.83625	0.1468804	0.150365	0.3798327	0.17852	0.0107155	0.484975	0.00189031	0.00515787	0.495507	0.00175441	0.01962055	5.42799e-05	0.0108833	0.242927	3.74614	0.314496	0.298267	0.12249	0.264747	0.1981405	0.0990234
14850	-3736.404	-3719.802	-16.60234	0.1487912	0.1713567	0.4728075	-0.03067237	0.0165397	0.489795	0.00257329	0.00255334	0.478364	0.0101743	0.04754125	0.000167417	0.0190541	0.304926	3.67585	0.28953	0.294164	0.135599	0.280707	0.01686888	2.818282
14860	-3740.972	-3723.026	-17.94656	0.1762725	0.18276	0.3535598	0.3323424	0.0111617	0.490719	0.00332085	0.0053622	0.480596	0.00883975	0.02272744	0.000276898	0.0244591	0.337192	3.63807	0.290978	0.309482	0.127775	0.271766	0.3550698	0.06400836
14870	-3737.458	-3721.795	-15.6627	0.1771741	0.1907719	0.3928561	0.03593189	0.0170474	0.488997	0.00273945	0.00257764	0.47983	0.00880873	0.004532688	0.000380352	0.0286271	0.359147	3.61185	0.281588	0.309743	0.143343	0.265325	0.04046458	0.1120162
14880	-3738.635	-3723.192	-15.4433	0.2250675	0.1736767	0.2704133	-0.1291111	0.0174289	0.489702	0.00852477	0.000601082	0.469913	0.0138304	0.1467589	0.000186462	0.0201013	0.311582	3.66813	0.308071	0.286107	0.131585	0.274238	0.01764777	8.316002
14890	-3743.799	-3727.447	-16.35194	0.1901979	0.1843329	0.332427	0.09520052	0.0160197	0.533871	0.00782535	0.000329155	0.431359	0.0105966	0.05594838	0.000295348	0.0252542	0.34155	3.6329	0.270457	0.308592	0.147943	0.273008	0.1511489	0.3701541
14900	-3741.704	-3725.92	-15.7846	0.1839836	0.1635337	0.345808	0.04630718	0.0126072	0.530791	0.0132679	0.000215646	0.436385	0.00673283	0.03489365	0.00011382	0.0157298	0.282167	3.70199	0.28408	0.322114	0.129441	0.264365	0.08120083	0.4297204
14910	-3738.611	-3719.986	-18.62491	0.1871382	0.1810468	0.4134913	-0.05611038	0.0127012	0.534749	0.00261874	0.000166037	0.43964	0.0101248	0.2213139	0.000257781	0.0236065	0.332418	3.64372	0.288143	0.305397	0.115386	0.291074	0.1652035	1.339644
14920	-3736.503	-3719.646	-16.85731	0.1900037	0.1964406	0.3761035	-0.1452723	0.0163549	0.534629	0.00601103	0.000693343	0.435981	0.00633078	0.1824342	0.000468727	0.0317476	0.374304	3.59348	0.293175	0.289175	0.127114	0.290536	0.0371619	4.909173
14930	-3735.948	-3721.044	-14.90369	0.2211477	0.1691048	0.344886	-0.005299905	0.0130024	0.539611	0.0103662	0.00128263	0.430858	0.0048794	0.006649396	0.000150367	0.0180642	0.298423	3.68336	0.303129	0.287395	0.139661	0.269815	0.00134949	4.927338
14940	-3739.001	-3719.833	-19.16776	0.2319183	0.1730948	0.3153419	-0.4278459	0.011128	0.540193	0.00969352	0.00265832	0.431322	0.00500545	0.4987545	0.000181539	0.019836	0.309917	3.67007	0.299469	0.296111	0.138535	0.265886	0.07090865	7.033762
14950	-3736.197	-3718.93	-17.26744	0.2132199	0.1958276	0.3373637	-0.04663325	0.00946137	0.629311	0.00821843	0.0039427	0.347991	0.0010754	0.1794251	0.000458524	0.0314036	0.372681	3.59546	0.289173	0.296113	0.126618	0.288096	0.1327918	1.351176
14960	-3734.076	-3718.088	-15.9879	0.207797	0.1724506	0.382636	-0.07378025	0.0115716	0.546439	0.00439315	0.00441872	0.42819	0.00498793	0.08605059	0.000176205	0.0195444	0.30807	3.67221	0.314706	0.308404	0.124506	0.252384	0.01227034	7.012894
14970	-3739.69	-3722.974	-16.71583	0.1914525	0.215913	0.4004561	-0.1212922	0.00750603	0.481214	0.0115378	0.00632662	0.490833	0.00258289	0.1439451	0.000883518	0.0434304	0.423901	3.53179	0.295078	0.320212	0.122676	0.262034	0.02265281	6.354402
14980	-3739.089	-3720.021	-19.06871	0.1907051	0.1839736	0.3837222	-0.01139871	0.00755679	0.539698	0.0121491	0.00386944	0.434084	0.0026429	0.2438746	0.000291056	0.0250715	0.340556	3.63408	0.29712	0.31513	0.122966	0.264785	0.2324759	1.049032
14990	-3732.358	-3717.306	-15.05253	0.2032215	0.1895986	0.3202203	-0.03718029	0.00818505	0.536996	0.0120883	0.00739829	0.43191	0.00342165	0.04784058	0.000363686	0.0279987	0.355971	3.61567	0.312885	0.296465	0.127213	0.263436	0.01066029	4.487738
15000	-3734.556	-3717.616	-16.94007	0.1845702	0.1765434	0.3684248	0.1886133	0.00968814	0.536105	0.0120682	0.00655184	0.430887	0.004699	0.02435633	0.000212178	0.0214328	0.319743	3.65861	0.310234	0.301162	0.125178	0.263426	0.2129696	0.1143653
15010	-3736.674	-3718.664	-18.01029	0.185416	0.1577516	0.3498439	0.1922553	0.00841474	0.537533	0.0114862	0.00649733	0.432035	0.00403388	0.09853893	8.3492e-05	0.0134837	0.265063	3.72137	0.298871	0.301399	0.134574	0.265156	0.2907942	0.3388614
15020	-3739.072	-3723.265	-15.80688	0.210753	0.1703596	0.32182	0.01996161	0.0128264	0.485568	0.0137662	0.00842292	0.471778	0.00763777	0.06464014	0.000159698	0.0186126	0.302052	3.67918	0.303864	0.293321	0.135827	0.266988	0.08460175	0.7640521
15030	-3739.629	-3722.005	-17.62377	0.234295	0.19919	0.290915	0.2654796	0.0129749	0.586697	0.00439821	0.00479836	0.376592	0.0145388	0.06593205	0.000516492	0.0333095	0.381541	3.58463	0.288402	0.301101	0.124904	0.285593	0.3314116	0.1989431
15040	-3737.969	-3721.688	-16.28092	0.2367008	0.2039968	0.3081563	-0.2034658	0.0130028	0.58796	0.00255332	0.00451091	0.377403	0.0145701	0.2106456	0.000608143	0.0361126	0.394009	3.56927	0.297017	0.294417	0.125261	0.283305	0.007179819	29.33856
15050	-3740.274	-3723.98	-16.2949	0.2520748	0.2335627	0.295205	0.04946254	0.0138686	0.582609	0.00259012	0.00818516	0.37831	0.0144375	0.0924094	0.00143214	0.0551035	0.465517	3.47795	0.287786	0.31511	0.114574	0.28253	0.1418719	0.6513578
15060	-3735.989	-3720.348	-15.64104	0.2479227	0.2030618	0.2735847	0.1362552	0.0111819	0.51831	0.00456317	0.00588011	0.443153	0.0169121	0.02359742	0.00058948	0.0355603	0.391602	3.57225	0.312923	0.29686	0.119196	0.27102	0.1598526	0.1476199
15070	-3741.742	-3726.494	-15.24762	0.2439376	0.1681119	0.3272804	-0.0411567	0.00801631	0.5818	0.0039999	0.00257992	0.395253	0.00835051	0.05647933	0.000143281	0.0176362	0.295543	3.68668	0.28758	0.332961	0.104915	0.274544	0.01532263	3.686007
15080	-3737.83	-3721.969	-15.86103	0.2642322	0.1696197	0.2738999	0.07162967	0.0161766	0.442516	0.00787196	0.00324361	0.521499	0.00869228	0.06784935	0.000154144	0.0182882	0.299913	3.68164	0.288653	0.29962	0.137542	0.274186	0.139479	0.4864484
15090	-3745.846	-3728.041	-17.80523	0.2411713	0.2017447	0.2816475	0.02372227	0.0161335	0.441336	0.00785096	0.00513142	0.520108	0.00943985	0.1996898	0.000563884	0.0347881	0.388196	3.57645	0.303153	0.277228	0.150423	0.269195	0.2234121	0.8938183
15100	-3735.657	-3718.687	-16.96945	0.234094	0.1980085	0.2930928	0.219549	0.0109402	0.49407	0.00646572	0.00316186	0.477847	0.00751529	0.05055489	0.000495561	0.0326345	0.37844	3.58843	0.323393	0.286421	0.139917	0.250268	0.2701039	0.1871683
15110	-3734.559	-3717.914	-16.64529	0.2306135	0.2203304	0.3248669	0.1021672	0.0131682	0.567604	0.00652364	0.00176	0.401899	0.00904576	0.07123904	0.00100433	0.0462654	0.434613	3.51812	0.291727	0.298648	0.133586	0.276039	0.1734062	0.4108217
15120	-3740.646	-3724.619	-16.02769	0.2856078	0.2132143	0.2588228	0.0718701	0.0162806	0.559464	0.00727405	0.00487133	0.396135	0.0159744	0.08253079	0.000814839	0.0417297	0.417258	3.5402	0.285503	0.311941	0.133423	0.269133	0.1544009	0.5345227
15130	-3740.152	-3724.57	-15.5815	0.2769712	0.2193717	0.2546757	-0.09123608	0.017486	0.588645	0.00446908	0.012275	0.365481	0.0116443	0.1424912	0.000977212	0.0456449	0.432305	3.52107	0.284214	0.29897	0.12571	0.291105	0.05125512	2.780039
15140	-3737.329	-3719.479	-17.85053	0.2756179	0.206235	0.238496	0.002032114	0.012937	0.546046	0.00858449	0.00908165	0.42023	0.00312068	0.2361483	0.000654494	0.0374481	0.399734	3.56216	0.290736	0.297332	0.126922	0.28501	0.2381804	0.9914682
15150	-3738.636	-3723.298	-15.33778	0.2417071	0.2151079	0.3287988	-0.02840971	0.00760176	0.544713	0.00856354	0.0125997	0.419204	0.00731713	0.05555399	0.000862628	0.0429205	0.421927	3.53429	0.306457	0.303557	0.121178	0.268808	0.02714428	2.046618
15160	-3745.354	-3728.733	-16.62157	0.285878	0.1781584	0.2312284	0.2242095	0.00750553	0.537818	0.00845513	0.0125946	0.413898	0.019729	0.05814114	0.00022778	0.0222009	0.32431	3.65326	0.283181	0.320492	0.115822	0.280505	0.2823507	0.2059182
15170	-3738.603	-3722.824	-15.77954	0.2429909	0.1598245	0.2612861	0.139448	0.00733055	0.595456	0.00804678	0.00503445	0.371627	0.0125053	0.03685401	9.35434e-05	0.0142679	0.27122	3.71442	0.317074	0.293602	0.121279	0.268045	0.176302	0.2090391
