Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
7130	-14501.06	-14521.83	20.77363	0.126345	0.110152	0.0738296	0.0971817	0.119087	0.0778243	0.120465	0.0766855	0.0856392	0.210461	0.072063	0.0859128	0.112491	0.0918613	0.0990078	0.117858	0.128668	0.107585	0.115866	0.0809957	0.105951	0.0794651	0.151303	0.0160279	0.0500264	0.0218093	0.0211975	0.0492686	0.0392592	0.0113563	0.0276875	0.0237288	0.0121272	0.0834199	0.0198238	0.0429881	0.0175421	0.0337329	0.0441887	0.0124881	0.0171251	0.0448036	0.0341711	0.213762	0.282394	0.0559502	0.036684	0.397027	0.014183	0.245751	0.226469	0.154167	0.373613	3.06947
7140	-14500.02	-14521.72	21.69591	0.125092	0.123966	0.0889901	0.0920394	0.110806	0.073544	0.124394	0.0753502	0.0891972	0.162057	0.0857922	0.0597969	0.10826	0.0995849	0.0929957	0.112407	0.145027	0.0996372	0.116723	0.069911	0.0715822	0.087811	0.138525	0.0211455	0.0410103	0.0154186	0.0273874	0.0429724	0.0350838	0.0222006	0.0202874	0.0361399	0.0204958	0.0683005	0.0245983	0.0325334	0.0151754	0.0263917	0.0584102	0.0176303	0.0252608	0.0393653	0.0339465	0.217965	0.287946	0.0570503	0.0211343	0.404833	0.0110717	0.241319	0.227799	0.155073	0.375808	2.977243
7150	-14506.32	-14527.4	21.08249	0.122589	0.0978123	0.104863	0.0793583	0.112404	0.0623234	0.115907	0.0840888	0.0985427	0.186701	0.0943277	0.0859945	0.0892233	0.0995849	0.0998872	0.132152	0.110835	0.115501	0.115827	0.0648501	0.0817526	0.0761242	0.132881	0.0333612	0.0459494	0.0233789	0.0267794	0.0277232	0.0432256	0.017543	0.0243979	0.0319732	0.0391614	0.0961314	0.0239729	0.0274581	0.0215251	0.0265136	0.0485443	0.0187147	0.0224843	0.0479113	0.0283047	0.221333	0.27982	0.058448	0.019524	0.411088	0.00978729	0.241363	0.224312	0.16427	0.370055	3.038584
7160	-14513.06	-14534.32	21.26044	0.121663	0.0831463	0.105914	0.0993972	0.0711697	0.072762	0.111584	0.0706635	0.0853228	0.186701	0.08166	0.0642092	0.122355	0.087291	0.123233	0.129866	0.110835	0.104894	0.108379	0.0864016	0.106258	0.0668272	0.172478	0.0245109	0.0304189	0.0267933	0.0313671	0.0400273	0.0466367	0.0130365	0.0360141	0.0328425	0.0191769	0.0915672	0.0275387	0.0450167	0.0205369	0.0343161	0.0350609	0.0140858	0.0124362	0.040156	0.0262408	0.218943	0.276799	0.057817	0.0240298	0.40665	0.0157608	0.240406	0.223423	0.167583	0.368588	3.020789
7170	-14508.21	-14530.36	22.15133	0.113556	0.0951468	0.104175	0.110553	0.0961201	0.0783963	0.104657	0.0591541	0.0749592	0.162094	0.0556206	0.0645054	0.109619	0.096	0.122901	0.102889	0.122244	0.120659	0.0963386	0.079781	0.0881523	0.0796303	0.161738	0.0253768	0.0382527	0.0118227	0.0198882	0.0490392	0.0344738	0.0193423	0.0289009	0.0487862	0.0155494	0.0886187	0.0175851	0.0256495	0.016314	0.0239693	0.0570212	0.0236583	0.0175091	0.0503228	0.0207305	0.226258	0.250926	0.0614617	0.0248325	0.420235	0.0162873	0.241976	0.224882	0.168677	0.364466	2.9317
7180	-14508.67	-14529.06	20.39292	0.1164	0.0981999	0.102624	0.0818102	0.0985843	0.072927	0.122691	0.0799771	0.101251	0.177957	0.0828354	0.0884143	0.098952	0.0995171	0.107525	0.130689	0.139537	0.109892	0.124814	0.0910019	0.0650103	0.0718575	0.207196	0.0347006	0.0360432	0.0196407	0.0314862	0.0425144	0.0412486	0.009596	0.0178131	0.0390979	0.0173723	0.0741608	0.0320049	0.0249388	0.0113244	0.0441201	0.0408403	0.0173142	0.0135995	0.0574609	0.0326017	0.22091	0.278768	0.0600091	0.0141078	0.410303	0.0159023	0.241976	0.224882	0.168677	0.364466	3.107541
7190	-14501.29	-14522.43	21.137	0.122313	0.109844	0.111979	0.0936945	0.102956	0.0655548	0.122518	0.0626159	0.0871218	0.189047	0.0663773	0.0658904	0.0979635	0.0820347	0.109877	0.118077	0.144382	0.112354	0.131407	0.0741446	0.0747384	0.0692698	0.16299	0.0267915	0.0422191	0.0181609	0.0326077	0.0484166	0.0399705	0.011489	0.0236437	0.0365496	0.0239893	0.0802246	0.0146888	0.0311096	0.028165	0.0279708	0.0523054	0.00906137	0.0108861	0.0550023	0.0427329	0.219455	0.276932	0.0596139	0.0203946	0.407601	0.0160027	0.243297	0.226109	0.164138	0.366456	3.033133
7200	-14502.01	-14523	20.98433	0.105175	0.110074	0.118828	0.105901	0.113831	0.0703175	0.115986	0.0542146	0.0841939	0.172672	0.0614921	0.0969	0.0793594	0.106908	0.108192	0.124206	0.14494	0.0951297	0.0930078	0.0793541	0.0964704	0.0861625	0.168184	0.0309675	0.056808	0.0253766	0.0250543	0.040075	0.0339795	0.0129705	0.0247927	0.0340035	0.018066	0.091423	0.0200049	0.0440807	0.0199439	0.0314959	0.0395395	0.0216851	0.0154617	0.0376852	0.0334866	0.220845	0.278686	0.0599915	0.0225364	0.410182	0.00775782	0.243297	0.226109	0.164138	0.366456	3.0484
7210	-14505.48	-14526.55	21.07188	0.111885	0.112521	0.0799285	0.110508	0.098282	0.0876556	0.118094	0.0640726	0.069104	0.183694	0.0896314	0.0860941	0.0774608	0.0967904	0.115494	0.121734	0.130259	0.106295	0.115798	0.0890468	0.0975356	0.0867926	0.162695	0.0215379	0.0473012	0.0159864	0.0182476	0.0428451	0.0509683	0.0132785	0.0263486	0.0325566	0.0171594	0.0837543	0.0278347	0.0247791	0.0141315	0.0285004	0.0458207	0.0217222	0.00751297	0.0452741	0.0427145	0.217414	0.265678	0.0610519	0.0345991	0.409142	0.0121146	0.230983	0.233786	0.156333	0.378898	3.039645
7220	-14497.09	-14518.91	21.81264	0.127373	0.0967783	0.0922876	0.0755194	0.103558	0.0733116	0.117658	0.0735728	0.104225	0.174868	0.0668354	0.082	0.0969955	0.0897347	0.10613	0.113227	0.129915	0.101677	0.105182	0.0600173	0.108577	0.0766127	0.178222	0.0241951	0.034315	0.0204509	0.0203491	0.0473261	0.0305662	0.0186667	0.0232893	0.0374662	0.0123349	0.0734206	0.0195641	0.0316465	0.0163741	0.0329111	0.0476371	0.0305245	0.0113224	0.046874	0.0320575	0.220059	0.266732	0.0617946	0.0304058	0.408747	0.012262	0.229056	0.231835	0.163373	0.375736	2.965569
7230	-14497.21	-14518.7	21.48787	0.127373	0.0967783	0.109747	0.0886228	0.0974603	0.086501	0.128931	0.0732886	0.0856274	0.177338	0.0722675	0.0869897	0.0938538	0.100687	0.100688	0.120189	0.11485	0.112205	0.134965	0.0540696	0.0874164	0.0874334	0.143799	0.0268138	0.0506917	0.0208616	0.0275413	0.0399066	0.0404969	0.0164551	0.0334407	0.0368436	0.0177863	0.0685484	0.021555	0.0351871	0.0183252	0.024556	0.0401104	0.0199502	0.00921351	0.0421909	0.0264908	0.225661	0.251865	0.0595669	0.0311799	0.419153	0.0125742	0.229056	0.231835	0.163373	0.375736	2.998046
7240	-14503.96	-14524.56	20.60037	0.119888	0.099116	0.0766956	0.116609	0.117621	0.0766367	0.128931	0.070208	0.0859947	0.147625	0.0754738	0.0920224	0.105519	0.108056	0.107242	0.124966	0.127004	0.118587	0.130442	0.0740814	0.0808967	0.0779435	0.15529	0.0209872	0.0405513	0.0284521	0.028601	0.0463503	0.0351855	0.0270228	0.0322566	0.0466378	0.0111906	0.0768389	0.0297501	0.0477453	0.0147796	0.0431843	0.035484	0.0260953	0.0133448	0.0327472	0.0327432	0.222481	0.263097	0.0587272	0.0308682	0.413245	0.0115817	0.238879	0.228881	0.161292	0.370948	3.086796
7250	-14501.25	-14522.19	20.94346	0.123012	0.105831	0.098822	0.095496	0.0912844	0.0774582	0.125683	0.0871036	0.0924325	0.168301	0.0622231	0.0908427	0.0875247	0.0946845	0.111308	0.114604	0.112322	0.114029	0.115022	0.0897835	0.0926575	0.0889756	0.174233	0.0133756	0.038392	0.0224137	0.0189835	0.0388116	0.0548294	0.0216897	0.0223524	0.0416578	0.0250762	0.0625569	0.0297501	0.0336926	0.0230899	0.03514	0.0454352	0.0239896	0.0103901	0.0453068	0.031922	0.222993	0.263703	0.0585536	0.0287345	0.414196	0.0118205	0.246139	0.223174	0.171164	0.359523	3.052487
7260	-14492.34	-14514.42	22.08237	0.123012	0.0943633	0.0963703	0.095496	0.112207	0.0774582	0.114288	0.0701548	0.0802317	0.152197	0.0671212	0.0878355	0.0873394	0.0946845	0.104702	0.129996	0.112803	0.108293	0.114476	0.0720505	0.102431	0.0695118	0.15572	0.0247948	0.0399648	0.0158277	0.0257879	0.0466399	0.0352101	0.0197193	0.0250029	0.0287015	0.0143338	0.0801974	0.0168401	0.0368496	0.0174075	0.0319009	0.0449193	0.029848	0.00940222	0.0390937	0.033413	0.223377	0.264158	0.0586546	0.0285811	0.414911	0.0103184	0.246139	0.223174	0.171164	0.359523	2.938596
7270	-14502.13	-14522.74	20.6139	0.150834	0.114115	0.106133	0.112006	0.09122	0.0697779	0.106064	0.0846282	0.100238	0.183457	0.0664847	0.0809369	0.0829393	0.0896082	0.119919	0.129996	0.132746	0.103548	0.105512	0.0860228	0.0742817	0.0900505	0.144993	0.0313163	0.0357568	0.0240672	0.0312972	0.0359158	0.0485484	0.0203161	0.014774	0.0385238	0.0195755	0.07247	0.023796	0.0425684	0.0280841	0.0341469	0.0554754	0.0113398	0.0141351	0.046634	0.0311902	0.222185	0.262748	0.0583415	0.0284285	0.412696	0.0156021	0.251735	0.228248	0.152319	0.367698	3.085443
7280	-14498.78	-14519.78	21.00493	0.139937	0.102568	0.104276	0.0959458	0.09122	0.0713492	0.106589	0.0704531	0.0795985	0.187883	0.0881489	0.0680478	0.0949164	0.104875	0.119919	0.118676	0.132746	0.109584	0.122557	0.0915297	0.0851249	0.0909717	0.159498	0.0148677	0.0432506	0.0239196	0.02378	0.0281983	0.0580405	0.0167782	0.0154286	0.0349854	0.0113777	0.0827244	0.0211381	0.0327752	0.0314375	0.0339828	0.0409209	0.019587	0.0100908	0.0416496	0.0249927	0.218894	0.258856	0.0574774	0.0280075	0.421393	0.015371	0.251735	0.228248	0.152319	0.367698	3.04634
7290	-14513.2	-14534.17	20.96564	0.123537	0.10492	0.114272	0.0852934	0.0900123	0.0815453	0.0993223	0.0693758	0.08842	0.20068	0.0871941	0.0587379	0.0763542	0.107561	0.113297	0.118335	0.13063	0.114351	0.114194	0.100198	0.0772344	0.0909219	0.16872	0.0206703	0.0449164	0.0405413	0.0369599	0.0404693	0.0468833	0.019327	0.0115859	0.0382278	0.0245289	0.0629018	0.0242755	0.0399184	0.0190632	0.0275892	0.0465586	0.0217022	0.0105553	0.0442721	0.0142177	0.221178	0.261557	0.058077	0.0267014	0.425789	0.00669779	0.25169	0.228387	0.152292	0.367632	3.050269
7300	-14509.54	-14530.24	20.69879	0.123537	0.122266	0.111208	0.11267	0.100831	0.0644502	0.12532	0.0620567	0.083044	0.188007	0.0739811	0.0755638	0.094214	0.0890412	0.117557	0.126635	0.123944	0.133038	0.136649	0.0609866	0.069441	0.104433	0.152359	0.0292685	0.0379919	0.0408837	0.0242344	0.0324783	0.0435902	0.0163453	0.013142	0.042427	0.0127754	0.0600794	0.0345375	0.0314605	0.0191122	0.040216	0.0416246	0.013549	0.0220801	0.0405328	0.0293905	0.217564	0.272706	0.0571282	0.0262651	0.418833	0.00750357	0.235988	0.234529	0.155092	0.374391	3.076954
7310	-14497.11	-14518.36	21.25825	0.13116	0.0989633	0.118804	0.0997456	0.107459	0.0674097	0.113038	0.0725455	0.083044	0.177082	0.0765751	0.0827235	0.0872896	0.0890412	0.0958343	0.116296	0.123944	0.121736	0.122318	0.0692353	0.0743682	0.075265	0.169026	0.0160593	0.0464839	0.0294186	0.0167869	0.0283149	0.0424381	0.0208724	0.0259265	0.0347586	0.0084444	0.0915912	0.0183211	0.0404502	0.0155205	0.0435633	0.0487352	0.0198022	0.0143872	0.052462	0.0337677	0.230256	0.26974	0.0515353	0.0259795	0.414278	0.00821125	0.242763	0.23245	0.153716	0.371071	3.021008
7320	-14495.29	-14516.59	21.2979	0.139896	0.0940092	0.106842	0.084109	0.102466	0.0732423	0.105146	0.0789349	0.083044	0.171618	0.0715981	0.0764084	0.0945281	0.085677	0.0887294	0.111236	0.122512	0.102881	0.121259	0.0680334	0.100473	0.0911106	0.16963	0.0313108	0.0464839	0.0241455	0.0294018	0.0368051	0.0510368	0.0205398	0.0256558	0.0308933	0.014518	0.0941197	0.0175414	0.0475024	0.0151324	0.028561	0.0397669	0.0234093	0.0183644	0.039596	0.0388732	0.229691	0.269078	0.0553432	0.0250774	0.413262	0.00754844	0.241007	0.230768	0.159837	0.368387	3.017043
7330	-14498.74	-14519.89	21.15717	0.11434	0.116449	0.112726	0.0929406	0.109163	0.0673017	0.112167	0.0847528	0.088206	0.184036	0.0715981	0.0764084	0.0957376	0.092089	0.125088	0.134025	0.149377	0.111723	0.104047	0.0747426	0.0819044	0.0982402	0.144484	0.0259389	0.0415414	0.0199787	0.0230018	0.0406335	0.0370865	0.0221922	0.0237139	0.0364154	0.0171426	0.0722066	0.0150573	0.0374429	0.0137807	0.0176082	0.0358705	0.015515	0.0180359	0.0408128	0.0355978	0.218066	0.304677	0.0577677	0.0292192	0.384494	0.00577608	0.231951	0.222097	0.153831	0.392121	3.031116
7340	-14506.19	-14527.76	21.56778	0.150581	0.0864277	0.0887929	0.100983	0.0909694	0.0818712	0.11138	0.0620632	0.0991889	0.171494	0.0687296	0.0790211	0.0942913	0.0775816	0.0957741	0.105037	0.119318	0.115027	0.106343	0.0777155	0.0988015	0.0728573	0.162221	0.0271694	0.0342948	0.0306525	0.0166635	0.0527461	0.0573077	0.0205488	0.0299638	0.0384746	0.0118371	0.0793288	0.0172787	0.0393664	0.0180285	0.0423876	0.0374816	0.022151	0.00964076	0.0526209	0.0356437	0.223848	0.299887	0.0594383	0.0287598	0.378449	0.00961754	0.224058	0.224379	0.155412	0.396151	2.990055
7350	-14516.14	-14537.54	21.40862	0.129966	0.0940204	0.0788984	0.0945329	0.0966567	0.0683102	0.11138	0.0478391	0.0778877	0.157248	0.0689957	0.0739511	0.0897284	0.111886	0.134941	0.139799	0.102372	0.128818	0.110229	0.0627917	0.0942677	0.0781732	0.192682	0.0279611	0.0585731	0.0358293	0.0257046	0.0398085	0.0368327	0.0154775	0.0172548	0.0382993	0.0163004	0.0820066	0.0498595	0.0415331	0.0122435	0.026408	0.0442119	0.0114252	0.0118705	0.042214	0.0267843	0.223981	0.300064	0.0580737	0.0274544	0.378673	0.0117544	0.224058	0.224379	0.155412	0.396151	3.005971
7360	-14498.86	-14520.45	21.5868	0.115856	0.109322	0.0997951	0.111435	0.0966567	0.0683102	0.132473	0.0680487	0.089605	0.158945	0.0835018	0.0858752	0.0958343	0.0975526	0.125837	0.12173	0.117008	0.107178	0.113979	0.0620572	0.08147	0.0789942	0.140056	0.0258871	0.0379686	0.0177825	0.0266452	0.0478216	0.0416195	0.0206341	0.0369336	0.0388721	0.0197203	0.079264	0.0206677	0.030159	0.0225009	0.0224223	0.0449946	0.012892	0.0158322	0.0391233	0.02489	0.224158	0.304388	0.0475665	0.02785	0.384129	0.0119086	0.222149	0.230988	0.154088	0.392776	2.988153
7370	-14502.7	-14522.95	20.24436	0.165435	0.101132	0.119089	0.0811041	0.120239	0.0717502	0.111797	0.0883496	0.0922804	0.184371	0.0835018	0.0664249	0.0972764	0.100419	0.116646	0.133041	0.117129	0.0888629	0.134311	0.0648888	0.093991	0.0906537	0.153344	0.0274428	0.0339102	0.0222945	0.039513	0.0420648	0.0459317	0.0197236	0.0236661	0.0363777	0.0180545	0.0943515	0.013569	0.0307478	0.0111528	0.0286801	0.0435243	0.0186932	0.0120464	0.0451874	0.0394292	0.223714	0.303785	0.0474722	0.0277948	0.383368	0.0138663	0.243	0.226209	0.146142	0.384649	3.122397
7380	-14507.07	-14527.8	20.72487	0.15038	0.121707	0.107079	0.084674	0.0924639	0.0892254	0.124314	0.086403	0.0900035	0.160092	0.0969911	0.0722989	0.0947743	0.0910162	0.0986188	0.119653	0.117129	0.104228	0.0937629	0.0796927	0.072146	0.0832148	0.167742	0.0261632	0.0374991	0.025127	0.0444888	0.03798	0.0551305	0.0172131	0.0336615	0.0291398	0.0222712	0.0976505	0.0159011	0.042658	0.0172915	0.0383364	0.0330654	0.0169969	0.0184224	0.0410892	0.0266517	0.223028	0.302854	0.0473267	0.0281881	0.382193	0.0164111	0.241974	0.225254	0.145525	0.387247	3.074346
7390	-14501.15	-14523.5	22.34656	0.121799	0.115629	0.101578	0.0945764	0.0817045	0.0729454	0.103551	0.0815115	0.0812788	0.160314	0.0720685	0.0747405	0.0929904	0.0885466	0.105597	0.135224	0.120618	0.105399	0.109714	0.0858364	0.0816412	0.0656263	0.171122	0.032389	0.0351341	0.0126911	0.0270084	0.0343156	0.0319107	0.0166522	0.0243302	0.0263686	0.0155635	0.0771382	0.0204449	0.0438669	0.020602	0.0299309	0.0457507	0.0356289	0.00294906	0.0269006	0.0285904	0.22134	0.300562	0.06005	0.0279748	0.379301	0.0107719	0.241974	0.225254	0.145525	0.387247	2.912177
7400	-14511.88	-14534.64	22.7572	0.132638	0.0872844	0.0925285	0.0987783	0.102561	0.0832501	0.106619	0.0820417	0.0612902	0.166536	0.0545357	0.057883	0.0855001	0.0778146	0.105597	0.116942	0.131403	0.118017	0.106101	0.0574501	0.0929533	0.0663884	0.16731	0.0138908	0.0288651	0.0199951	0.0249311	0.0411531	0.038138	0.0214975	0.0129498	0.0361574	0.013115	0.0761576	0.0313261	0.0420603	0.0281698	0.0429516	0.056389	0.0137837	0.00328545	0.0408477	0.0340274	0.230594	0.300486	0.0490579	0.0275573	0.381016	0.0112892	0.235967	0.2217	0.155213	0.38712	2.871113
7410	-14517.61	-14537.91	20.29707	0.13129	0.108369	0.118365	0.0987783	0.104991	0.0668341	0.115598	0.080619	0.0717589	0.19587	0.0799067	0.087099	0.101765	0.0767012	0.137886	0.14549	0.137841	0.105455	0.136475	0.0750044	0.0759378	0.106473	0.16731	0.0144716	0.0347953	0.0201565	0.0292158	0.0532135	0.0492414	0.0273527	0.013139	0.02669	0.0124563	0.0905332	0.0239271	0.0244913	0.0198594	0.0393064	0.0413248	0.0144689	0.000576776	0.0240781	0.032009	0.229382	0.298908	0.0532343	0.0274126	0.379014	0.0120491	0.234562	0.22038	0.160243	0.384815	3.117126
7420	-14523.8	-14545.64	21.84234	0.118312	0.116484	0.0824384	0.114496	0.0794817	0.0760543	0.10477	0.0619722	0.0942623	0.160916	0.0844184	0.0650589	0.0832783	0.0910641	0.128216	0.122536	0.147478	0.0919208	0.120873	0.054762	0.0748643	0.0864776	0.142678	0.0265012	0.0408325	0.0207167	0.0243254	0.0395741	0.0348494	0.0223358	0.0239308	0.0385225	0.0218125	0.120585	0.0166952	0.0408893	0.0381462	0.033575	0.0466649	0.0216455	0.00100911	0.0270039	0.0201718	0.231559	0.301745	0.0537396	0.0203571	0.380436	0.0121634	0.211339	0.23517	0.162722	0.390769	2.962599
7430	-14517.42	-14538.9	21.48344	0.154104	0.101653	0.0876478	0.0821587	0.125732	0.0697708	0.129812	0.0753184	0.101916	0.174416	0.0492105	0.0786671	0.0865893	0.0988771	0.115686	0.111644	0.121468	0.0921139	0.11663	0.0724663	0.066755	0.0924468	0.167729	0.0274085	0.0571243	0.0153122	0.0210495	0.0341708	0.0377344	0.0209185	0.028449	0.0495112	0.0164482	0.0836284	0.0259811	0.0413831	0.0224586	0.0285008	0.0445238	0.0163526	0.00371061	0.0274307	0.023581	0.23047	0.300325	0.0534867	0.0255642	0.378646	0.0115084	0.211339	0.23517	0.162722	0.390769	2.998489
7440	-14504.93	-14525.94	21.00895	0.119911	0.0841719	0.0914383	0.0850918	0.105874	0.0712377	0.150132	0.0707711	0.0764757	0.202683	0.0796805	0.0800676	0.103288	0.0909311	0.116694	0.1434	0.130946	0.0934804	0.118041	0.0863071	0.0854626	0.0842024	0.156212	0.0282928	0.0539729	0.0205787	0.0177114	0.0377093	0.0296939	0.0161996	0.0257387	0.0424888	0.0164898	0.0762121	0.0363373	0.0383313	0.020044	0.0287336	0.043411	0.021583	0.00960177	0.0292322	0.0270747	0.217856	0.283888	0.0586689	0.0241651	0.402367	0.0130539	0.213362	0.237422	0.164281	0.384935	3.045938
7450	-14503.87	-14525.08	21.20856	0.147769	0.0883033	0.129148	0.0853862	0.101401	0.0712377	0.120385	0.0625437	0.0933007	0.165108	0.0615202	0.0820349	0.0890615	0.126747	0.103927	0.126358	0.133019	0.0950216	0.110678	0.073468	0.094966	0.0959634	0.146309	0.0359447	0.0394464	0.0279301	0.0419178	0.036472	0.0352071	0.013047	0.0253678	0.0311472	0.0201791	0.0762121	0.0211912	0.0325224	0.027873	0.0305234	0.0341412	0.0169457	0.0157088	0.0326216	0.0279218	0.232461	0.292313	0.0604099	0.0210372	0.382324	0.0114552	0.224552	0.232186	0.160658	0.382604	3.025978
7460	-14508.47	-14528.53	20.05831	0.122376	0.106661	0.101246	0.0984681	0.0835647	0.0736503	0.136645	0.0804221	0.0876693	0.177909	0.0816534	0.0854433	0.109726	0.0906921	0.106485	0.129378	0.120933	0.100228	0.127465	0.0771548	0.0884054	0.0781602	0.159514	0.0180423	0.0417201	0.0276378	0.0259881	0.0423092	0.0443209	0.0187519	0.0372468	0.0429628	0.0305612	0.0922503	0.0265227	0.0400367	0.0306145	0.0391798	0.0500845	0.0219725	0.0219761	0.0425683	0.0224059	0.224842	0.284971	0.0588926	0.0141485	0.392831	0.0243157	0.224552	0.232186	0.160658	0.382604	3.141002
7470	-14506.6	-14526.66	20.06198	0.137984	0.109049	0.0942129	0.0913917	0.11423	0.0753365	0.140831	0.0758211	0.10956	0.181842	0.0737596	0.0963135	0.0913164	0.100179	0.113276	0.124041	0.119227	0.120508	0.117967	0.0877836	0.0783297	0.0871287	0.159514	0.0216288	0.0366444	0.0239261	0.0311394	0.060032	0.0342637	0.0280285	0.0298973	0.0355137	0.0122155	0.0918912	0.010226	0.0536219	0.00960994	0.030852	0.0319614	0.0243948	0.0213977	0.0197103	0.0340782	0.230115	0.284282	0.0587503	0.0249188	0.391881	0.0100537	0.22309	0.237187	0.159612	0.380112	3.140635
7480	-14498.69	-14519.82	21.13124	0.131331	0.102477	0.0935768	0.0835263	0.105367	0.0919399	0.117699	0.0618348	0.0843812	0.193246	0.0721752	0.0687561	0.0895411	0.111604	0.102957	0.142607	0.109806	0.096467	0.11994	0.0741885	0.0909548	0.0916703	0.156931	0.0207622	0.0346153	0.0335118	0.022142	0.034807	0.0516388	0.0187239	0.0179892	0.0395068	0.0217868	0.0886684	0.0208499	0.0457832	0.0104016	0.0395569	0.0470088	0.0133064	0.0178949	0.035106	0.0266718	0.230445	0.281745	0.0692783	0.0246964	0.383871	0.00996395	0.227644	0.235796	0.158676	0.377884	3.033709
7490	-14492.34	-14513.74	21.3938	0.131331	0.102477	0.0995488	0.0940235	0.0968457	0.0615568	0.111568	0.0761564	0.102036	0.158923	0.0731416	0.0688342	0.110123	0.0968693	0.108638	0.123115	0.125717	0.109882	0.135453	0.0743614	0.0889627	0.0869532	0.156931	0.0283756	0.0481114	0.0202702	0.0221013	0.0363752	0.048397	0.0182797	0.0176294	0.0302457	0.0202838	0.0734704	0.0234805	0.0474245	0.0120364	0.0260324	0.0474846	0.0144996	0.0129568	0.0323055	0.0342452	0.224839	0.269759	0.066331	0.0236458	0.399592	0.0158334	0.227644	0.235796	0.158676	0.377884	3.007453
7500	-14508.12	-14528.16	20.04858	0.121968	0.103816	0.0963369	0.0946991	0.109936	0.0991619	0.130896	0.0720477	0.0846114	0.165848	0.0723122	0.0731921	0.109265	0.0798822	0.0986155	0.15132	0.124771	0.106945	0.144147	0.0925885	0.086001	0.0980546	0.151119	0.0331062	0.0433079	0.0263461	0.0313762	0.0363752	0.0398483	0.0225817	0.018211	0.0397036	0.0284499	0.111968	0.0176461	0.0413021	0.0190627	0.0265284	0.0359891	0.0179943	0.0167866	0.0449089	0.0229489	0.229337	0.269699	0.0519534	0.0311959	0.404222	0.0135924	0.237375	0.24184	0.165748	0.355037	3.141975
7510	-14504.81	-14525	20.18155	0.127564	0.105061	0.108837	0.108801	0.124591	0.0890782	0.126051	0.08354	0.0846114	0.16793	0.0640044	0.0849803	0.112836	0.113756	0.112649	0.15132	0.135762	0.110572	0.129432	0.0649151	0.0631062	0.0923678	0.166789	0.0343844	0.0370241	0.0190477	0.0248365	0.031359	0.0353458	0.0224022	0.024035	0.0253861	0.0186965	0.0828322	0.0152739	0.033978	0.0204377	0.0336231	0.0392754	0.0179099	0.0220406	0.034857	0.0273764	0.21434	0.265847	0.0515054	0.0307503	0.424159	0.0133983	0.237375	0.24184	0.165748	0.355037	3.128678
7520	-14511.15	-14531.16	20.01379	0.124821	0.106098	0.0944353	0.110938	0.104319	0.0782316	0.156689	0.086752	0.0913686	0.170692	0.0715237	0.0868634	0.0998851	0.109591	0.0938742	0.114693	0.135762	0.116972	0.119328	0.0682954	0.0704994	0.0903982	0.163546	0.0188956	0.0510968	0.0123737	0.0248687	0.0545227	0.0427621	0.0253916	0.0258796	0.030351	0.0240962	0.0672485	0.033975	0.0495728	0.0123737	0.0296717	0.0633317	0.0288703	0.0202898	0.022972	0.0413337	0.21434	0.265847	0.0515054	0.0307503	0.424159	0.0133983	0.239326	0.243828	0.158891	0.357956	3.145454
7530	-14498	-14518.83	20.82908	0.149972	0.108702	0.10352	0.098978	0.103735	0.0735816	0.123064	0.0812221	0.0954305	0.148549	0.0687048	0.0721227	0.100919	0.100085	0.122465	0.143766	0.102912	0.1088	0.12979	0.0775397	0.0865367	0.09605	0.143681	0.0168711	0.0489312	0.0230344	0.0269241	0.0442335	0.0363984	0.0155522	0.0183195	0.036185	0.0185991	0.0906687	0.0111054	0.0467951	0.0178168	0.031287	0.03837	0.0171404	0.0186945	0.036227	0.0306449	0.223356	0.290923	0.0540515	0.0320437	0.386505	0.0131212	0.239442	0.243946	0.142331	0.374281	3.063925
7540	-14501.92	-14521.41	19.49184	0.122819	0.102629	0.118189	0.119047	0.097263	0.0691905	0.131095	0.0760557	0.0871147	0.217588	0.0804604	0.0721227	0.100438	0.110535	0.108386	0.153808	0.120958	0.112081	0.127493	0.0958189	0.0961268	0.0804348	0.180904	0.0258078	0.0445753	0.0258441	0.0211327	0.0403779	0.0435212	0.0113811	0.0163274	0.0257629	0.0203238	0.0763488	0.016408	0.0466036	0.0184565	0.0226672	0.0470985	0.0249651	0.0146308	0.041521	0.0333375	0.21838	0.284442	0.0528473	0.0369147	0.39526	0.0121563	0.239442	0.243946	0.142331	0.374281	3.197649
